_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
3256,V579615,2021-09-15 10:21:51,Closed,116,Unsafe Structures,23,,Waumbeck,ST,Dorchester,MA,02121,12,503 JUMPING FROG LANE,,KNIGHTDALE,NC,27545,146377.0,42.31408956108237,-71.08584060771477
3257,V579610,2021-09-15 10:06:29,Closed,116,Unsafe Structures,45,,Winthrop,ST,Roxbury,MA,02119,12,"822 River Street, Unit 1",,"Hyde Park, 02126",MA,02126,151037.0,42.32560955163152,-71.08013056935285
3258,V579605,2021-09-15 09:47:45,Open,105.1,Failure to Obtain Permit,49,51,Woodbine,ST,Roxbury,MA,02119,12,49-51 WOODBINE ST,,ROXBURY,MA,02119,151414.0,42.31848955099419,-71.07882058238565
3259,V579280,2021-09-13 15:09:00,Closed,102.8,Maintenance,30,,Gloucester,ST,Boston,MA,02115,05,30 GLOUCESTER,,BOSTON,MA,02115,64941.0,42.34944355513067,-71.08449852633736
3260,V579209,2021-09-13 12:28:49,Closed,102.8,Maintenance,35,,Sheafe,ST,Boston,MA,02113,03,43 BEACON ST,,EVERETT,MA,02149,126552.0,42.36656951705259,-71.05616042296684
3261,V579181,2021-09-13 11:18:00,Closed,111.1,Certificate of Occupancy,17,,Sheafe,ST,Boston,MA,02113,03,603 MASSACHUSETTS AVE SUTIE 300 ST,,BOSTON,MA,02118,126517.0,42.36632151670966,-71.05559742293624
3262,V578838,2021-09-10 11:48:37,Closed,105.1,Failure to Obtain Permit,30,,Train,ST,Dorchester,MA,02122,16,30 TRAIN ST #2,,DORCHESTER,MA,02122,136553.0,42.29498952051196,-71.05489058019212
3263,V578793,2021-09-10 09:35:35,Closed,116,Unsafe Structures,881,,Commonwealth,AV,Boston,MA,02215,21,"1 SILBER WAY, 8TH FLOOR",,BOSTON,MA,02215,41280.0,42.351449595180014,-71.11524058959398
3264,V578792,2021-09-10 09:27:06,Closed,116,Unsafe Structures,800,790,Hyde Park,AV,Hyde Park,MA,02131,18,"190 HIGH STREET, FLOOR #6",,BOSTON,MA,02210,77605.0,42.27307861369119,-71.11976177518596
3265,V578734,2021-09-09 15:39:39,Closed,105.1,Failure to Obtain Permit,40,,Saunders,ST,Allston,MA,02134,21,28 CARLSON CI,,WEST ROXBURY,MA,02132,122980.0,42.35330962945053,-71.14231064633576
3266,V578571,2021-09-09 10:30:53,Closed,1003.6,Means of Egress,48,,Mystic,ST,Charlestown,MA,02129,02,48 MYSTIC ST UNIT 2,,CHARLESTOWN,MA,02129,100023.0,42.38054952287472,-71.06224040684586
3267,V578452,2021-09-08 15:03:11,Closed,105.1,Failure to Obtain Permit,20,,Irma,ST,Dorchester,MA,02124,14,20 IRMA ST,,DORCHESTER,MA,02124,78849.0,42.287199565410745,-71.08727067112582
3268,V578281,2021-09-08 08:16:12,Closed,102.8,Maintenance,1,2,Longfellow,PL,Boston,MA,02114,03,C/O AVPCONSTRUCTION MGMT,3 CENTER PLAZA  3RD FLOOR,BOSTON,MA,02108,343334.0,42.36362668093081,-71.06479611141717
3269,V578223,2021-09-07 15:29:05,Open,665,Acts 1956 as Amended,54,,River,ST,Mattapan,MA,02126,17,0 1A TREETOP CIR,,NORTHBOROUGH,MA,01532,420866.0,42.27131954678534,-71.07233067268018
3270,V578213,2021-09-07 15:01:59,Closed,116,Unsafe Structures,259,263,Dorchester,ST,South Boston,MA,02127,07,67 SALEM STREET,,SWAMPSCOTT,MA,01907,164370.0,42.33253279256296,-71.05189979495898
3271,V578186,2021-09-07 12:58:22,Closed,116,Unsafe Structures,464,,Washington,ST,Dorchester,MA,02124,17,25 BRAINTREE HILL OFFICE PARK STE. 304,C/O JONATHAN REALTY CO,BRAINTREE,MA,02184,171190.0,42.295298460948416,-71.07189313957154
3272,V578143,2021-09-07 11:12:20,Closed,116,Unsafe Structures,32,,Perthshire,RD,Brighton,MA,02135,22,PO BOX 112,,NEWTON,MA,02468,109643.0,42.35344966170733,-71.16681070158455
3273,V570265,2021-09-07 10:10:05,Closed,1001.3.2,Testing & Certification,112,116,State,ST,Boston,MA,02109,03,1270 SOLDIERS FIELD RD,,BRIGHTON,MA,02135,130370.0,42.35927859150157,-71.05485342767139
3274,V568991,2021-09-07 10:03:44,Closed,102.8,Maintenance,25,,Temple,ST,Boston,MA,02114,03,4 BUNKER HILL INDUSTRIAL PARK,,BOSTON,MA,02129,134127.0,42.36049752727239,-71.06380845369756
3275,V568878,2021-09-07 09:40:48,Closed,102.8,Maintenance,100,,Blackstone,ST,Boston,MA,02108,03,21 OAK SQUARE,,BRIGHTON,MA,02135,15792.0,42.3615785177822,-71.05644943562791
3276,V566760,2021-09-07 09:33:14,Closed,105.1,Failure to Obtain Permit,8,,Manthorne,RD,West Roxbury,MA,02132,20,8 Manthorne Rd,,West Roxbury,MA,02132,89181.0,42.28768965362595,-71.15021081191972
3277,V569365,2021-09-07 08:54:39,Closed,102.8,Maintenance,53,85,Canal,ST,Boston,MA,02114,03,7 WILDWOOD AVE,,BRAINTREE,MA,02184,25423.0,42.36382652028621,-71.05908843662242
3278,V546396,2021-09-07 08:27:33,Closed,116.1,Unsafe and Dangerous,48,,Edgewood,ST,Roxbury,MA,02119,12,102 Cedar St.,,Roxbury,MA,02119,164914.0,42.31829108222504,-71.07964137345098
3279,V519404,2021-09-04 09:36:58,Closed,110.5,Inspections,27,,Grassmere,RD,Hyde Park,MA,02136,18,23 Grassmere Rd,,Hyde Park,MA,02136,66018.0,42.26873962707254,-71.12923080641697
3280,V577248,2021-09-03 08:29:10,Closed,102.8,Maintenance,95,,Auckland,ST,Dorchester,MA,02125,15,95 AUCKLAND STREET,,DORCHESTER,MA,02125,6549.0,42.31144952147717,-71.05671054790287
3281,V577011,2021-09-02 14:54:05,Closed,116.1,Unsafe and Dangerous,764,776,Blue Hill,AV,Dorchester,MA,02124,14,16 OAKHURST ST,,DORCHESTER,MA,02124,16542.0,42.298431562874256,-71.08651264416136
3282,V576329,2021-09-01 11:13:40,Closed,105.1,Failure to Obtain Permit,922,,Broadway,,South Boston,MA,02127,06,"143 N Street, #1",,South Boston,MA,02127,21332.0,42.33595948090469,-71.0273304270606
3283,V575178,2021-08-30 12:05:54,Closed,105.1,Failure to Obtain Permit,112,116,State,ST,Boston,MA,02109,03,1270 SOLDIER'S FIELD ROAD,,BRIGHTON,MA,02135,130370.0,42.35927859150157,-71.05485342767139
3284,V575165,2021-08-30 11:28:03,Closed,105.1,Failure to Obtain Permit,174,,Walter,ST,Roslindale,MA,02131,20,174 WALTER ST,,ROSLINDALE,MA,02131,142287.0,42.29407962522649,-71.13086075314018
3285,V575129,2021-08-30 11:22:15,Closed,116,Unsafe Structures,48,,Stockton,ST,Dorchester,MA,02124,17,8950 CYPRESS WATERS BLVD,,COPPELL,TX,75019,130774.0,42.28245954774069,-71.07391065106302
3286,V256318,2021-08-26 15:36:06,Closed,116.2,Unsafe and Dangerous,77,79,Wensley,ST,Mission Hill,MA,02120,10,77 POND AV,UNIT 1508,BROOKLINE,MA,02445-7160,147804.0,42.32749658316431,-71.1033546167853
3287,V573698,2021-08-26 11:34:52,Closed,116,Unsafe Structures,397,,Blue Hill,AV,Dorchester,MA,02121,12,397 BLUE HILL AVE,,DORCHESTER,MA,02121,16453.0,42.31135955593205,-71.08162060415665
3288,V573658,2021-08-26 10:29:28,Closed,116,Unsafe Structures,36,38,Elm Hill,PK,Dorchester,MA,02121,12,38 ELM HILL PK,C/O MARGARET E WILLIS,DORCHESTER,MA,02121,53259.0,42.31319155529164,-71.08156459978814
3289,V573436,2021-08-25 11:23:49,Closed,102.8,Maintenance,66,70,Canal,ST,Boston,MA,02114,03,66 CANAL STREET,,BOSTON,MA,02114,162865.0,42.36372422253523,-71.05957875941537
3290,V573386,2021-08-25 10:19:22,Closed,116,Unsafe Structures,15,,Dana,AV,Hyde Park,MA,02136,18,147 Beale St,,Quincy,MA,02170,45905.0,42.25379962324796,-71.12467083093406
3291,V573251,2021-08-24 14:35:51,Closed,9.12,Inspection of exterior walls.,65,,Martha,RD,Boston,MA,02114,03,65 MARTHA ROAD,,BOSTON,MA,02114,91720.0,42.36561952941178,-71.06564044659407
3292,V573142,2021-08-24 10:56:43,Closed,116,Unsafe Structures,280,,Lincoln,ST,Allston,MA,02134,22,280 LINCOLN ST,,ALLSTON,MA,02134,85983.0,42.3573296178885,-71.1340706188272
3293,V573132,2021-08-24 10:36:37,Closed,116,Unsafe Structures,238,240,Maverick,ST,East Boston,MA,02128,01,66 CRAGMORE ROAD,,NEWTON,MA,02464,93011.0,42.36847048912125,-71.03473937085957
3294,V573098,2021-08-24 09:47:51,Closed,102.8,Maintenance,30,,Gloucester,ST,Boston,MA,02115,05,30 GLOUCESTER ST,,BOSTON,MA,02115,64941.0,42.34944355513067,-71.08449852633736
3295,V573050,2021-08-24 08:12:36,Open,105.1,Failure to Obtain Permit,65,,P,ST,South Boston,MA,02127,06,65 P STREET,,SOUTH BOSTON,MA,02127,106277.0,42.33612948038321,-71.02736042650538
3296,V572857,2021-08-23 10:11:30,Closed,105.1,Failure to Obtain Permit,119,,Huntington,RD,Brighton,MA,02135,22,119 HUNTINGTON ROAD,,BRIGHTON,MA,02135,347472.0,42.34784174872871,-71.1720741093022
3297,V572850,2021-08-23 10:06:11,Closed,116,Unsafe Structures,24,,Bynner,ST,Jamaica Plain,MA,02130,10,23 Windsor Drive,,Foxboro,MA,02035,396260.0,42.3231995916471,-71.10931063990739
3298,V572669,2021-08-20 11:05:28,Closed,116,Unsafe Structures,46,,Bellevue,ST,Dorchester,MA,02125,15,46 Bellevue Street,,Dorchester,MA,02125,13868.0,42.30962953683223,-71.06804057726123
3299,V572477,2021-08-19 09:08:06,Closed,115.3,Unlawful Continuance,760,,Fourth,ST,South Boston,MA,02127,06,"7ESSEX GREEN DRIVE, SUITE 66",,PEABODY,MA,02190,59951.0,42.33494949009291,-71.03382044371237
3300,V572474,2021-08-19 08:57:15,Closed,105.1,Failure to Obtain Permit,760,,Fourth,ST,South Boston,MA,02127,06,"7ESSEX GREEN DRIVE, SUITE 66",,PEABODY,MA,02190,59951.0,42.33494949009291,-71.03382044371237
3301,V572283,2021-08-18 12:04:41,Closed,116,Unsafe Structures,137,,Falcon,ST,East Boston,MA,02128,01,1208 VFW PARKWAY,,WEST ROXBURY,MA,02132,55982.0,42.3818311434664,-71.03327879371619
3302,V572260,2021-08-18 11:04:08,Closed,102.8,Maintenance,63,,Thomas,PK,South Boston,MA,02127,07,63 THOMAS PARK,,SOUTH BOSTON,MA,02127,135666.0,42.331989504082735,-71.04512047560786
3303,V572206,2021-08-18 09:24:24,Closed,105.1,Failure to Obtain Permit,7,9,Spring Garden,ST,Dorchester,MA,02125,13,10 DAVITT STREET,,BOSTON,MA,02125,129639.0,42.31853451665101,-71.05341752485393
3304,V572182,2021-08-18 07:56:43,Closed,Ch.143-3L,Elec work w/o per,85,,Regent,ST,Roxbury,MA,02119,09,85 Regent St,,Roxbury,MA,02119,115179.0,42.32374356168504,-71.08732258925814
3305,V572128,2021-08-17 15:20:15,Closed,116,Unsafe Structures,12,,Lindsey,ST,Dorchester,MA,02124,17,12 LINDSEY ST,,DORCHESTER,MA,02124,86522.0,42.29774953724666,-71.06757060263232
3306,V572064,2021-08-17 12:35:58,Closed,105.1,Failure to Obtain Permit,651,663,Warren,ST,Dorchester,MA,02121,12,12 CATTAIL LANE,,SHARON,MA,02067,143328.0,42.30975555759855,-71.08301861133154
3307,V572048,2021-08-17 12:10:36,Closed,105.1,Failure to Obtain Permit,72,,Seaver,ST,Dorchester,MA,02121,12,72 SEAVER ST,,DORCHESTER,MA,02121,124223.0,42.31128957062474,-71.09297062946816
3308,V572019,2021-08-17 11:28:39,Open,116,Unsafe Structures,200,,Norwell,ST,Dorchester,MA,02124,17,200 NORWELL STREET,,DORCHESTER,MA,02124,104075.0,42.29575955204996,-71.07814063154474
3309,V572009,2021-08-17 11:22:23,Closed,116,Unsafe Structures,168,170,Northampton,ST,Roxbury,MA,02118,09,74 CLARENDON ST SUITE A,,BOSTON,MA,02116,103688.0,42.33693954922923,-71.07896054177047
3310,V571726,2021-08-16 08:56:08,Closed,102.8,Maintenance,337,,Newbury,ST,Boston,MA,02115,05,LINCOLN PROPERTY COMPANY,234 CLARENDON STREET,BOSTON,MA,02116,101559.0,42.34869955825442,-71.08667053124523
3311,V571493,2021-08-13 08:30:18,Closed,116,Unsafe Structures,45,,Winthrop,ST,Roxbury,MA,02119,12,"822 River Street, Unit 1",,"Hyde Park, 02126",MA,02126,151037.0,42.32560955163152,-71.08013056935285
3312,V548556,2021-08-12 14:58:25,Closed,116.1,Unsafe and Dangerous,32,,Saranac,ST,Dorchester,MA,02122,16,32 SARANAC,,DORCHESTER,MA,02122,122350.0,42.28422951903086,-71.05362060129872
3313,V571368,2021-08-12 12:11:52,Closed,102.8,Maintenance,42,44,Copeland,ST,Roxbury,MA,02119,12,42 COPELAND ST,,ROXBURY,MA,02119,42458.0,42.32269955207303,-71.08034057617928
3314,V571321,2021-08-12 10:35:46,Closed,105.1,Failure to Obtain Permit,72,,Seaver,ST,Dorchester,MA,02121,12,72 SEAVER STREET,,DORCHESTER,MA,02121,124223.0,42.31128957062474,-71.09297062946816
3315,V571277,2021-08-12 08:07:30,Closed,105.1,Failure to Obtain Permit,7,,Tileston,ST,Boston,MA,02113,03,455 MASSACHUSETTS  AVE,,ARLINGTON,MA,02474,136032.0,42.365299513496026,-71.05340042104204
3316,V571214,2021-08-11 14:56:58,Closed,116.1,Unsafe and Dangerous,3,,Castle Rock,ST,Dorchester,MA,02125,13,266 MAIN ST STE 19,,MEDFIELD,MA,02052,26364.0,42.31052951414116,-71.05139053825908
3317,V546087,2021-08-11 12:06:10,Open,105.1,Failure to Obtain Permit,41,,Vassar,ST,Dorchester,MA,02121,14,41 VASSAR ST,,DORCHESTER,MA,02121,139889.0,42.299969552126434,-71.07817062214923
3318,V565832,2021-08-11 10:19:10,Closed,102.8,Maintenance,90,,Commercial,WH,Boston,MA,02110,03,6900 TAVISTOCK LAKES BLVD #200,,ORLANDO,FL,32827,343472.0,42.361525774174936,-71.04932046990578
3319,V556936,2021-08-11 10:06:02,Closed,102.8,Maintenance,129,,Washington,ST,Boston,MA,02113,03,129 N WASHINGTON STREET,,BOSTON,MA,02113,146262.0,42.36594951948262,-71.05819042985834
3320,V561128,2021-08-11 10:02:49,Closed,105.1,Failure to Obtain Permit,293,295,Market,ST,Brighton,MA,02135,22,295 MARKET ST,,BRIGHTON,MA,02135,90206.0,42.35292964276741,-71.15166066888906
3321,V565907,2021-08-11 09:59:43,Open,116.1,Unsafe and Dangerous,616,,Blue Hill,AV,Dorchester,MA,02121,14,"231 Callender Street, Unit 2",,Dorchester,MA,02124,377681.0,42.30302956094949,-71.08495063009106
3322,V571041,2021-08-11 08:22:23,Closed,116,Unsafe Structures,353,,Dorchester,ST,South Boston,MA,02127,07,284 COPELAND STREET,,QUINCY,MA,02169,420807.0,42.33063820165053,-71.055274722936
3323,V552656,2021-08-10 14:59:06,Closed,102.8,Maintenance,441,,Beacon,ST,Boston,MA,02115,05,330 COMMONWEALTH AVE,,BOSTON,MA,02115,11459.0,42.35117955866474,-71.08731052822976
3324,V552647,2021-08-10 14:57:13,Closed,102.8,Maintenance,435,,Beacon,ST,Boston,MA,02115,05,455 MASS AVE,,ARLINGTON,MA,02474,11457.0,42.35128955826825,-71.08710052709226
3325,V552645,2021-08-10 14:49:55,Closed,105.1,Failure to Obtain Permit,363,,Marlborough,ST,Boston,MA,02115,05,46 GLOUCESTER STREET,,BOSTON,MA,02115,167434.0,42.35087020735503,-71.0868852560559
3326,V570840,2021-08-10 10:55:20,Closed,105.1,Failure to Obtain Permit,2,,Brookline,ST,Roxbury,MA,02118,08,2 BROOKVALE STREET,,DORCHESTER,MA,02124,173595.0,42.33942953936769,-71.07199051936584
3327,V492306,2021-08-10 10:30:58,Closed,102.8,Maintenance,22,,Batterymarch,ST,Boston,MA,02109,03,"2 Draper Street, unit 4",,Woburn,MA,01801,155607.0,42.35785951482783,-71.05452043936297
3328,V570805,2021-08-10 09:45:12,Closed,116,Unsafe Structures,105,,Evans,ST,Dorchester,MA,02124,17,C/O AT HOME REAL ESTATE,109 SAVIN HILL AVE,DORCHESTER,MA,02125,54787.0,42.28198955973858,-71.0825906720987
3329,V570680,2021-08-09 13:41:51,Closed,102.8,Maintenance,75,75B,Chestnut,ST,Boston,MA,02108,05,C/O BEACON SERVICES INC,67 1/2 CHESTNUT STREET,BOSTON,MA,02108,31471.0,42.35689753683097,-71.07097147833976
3330,V570321,2021-08-06 08:25:35,Closed,105.1,Failure to Obtain Permit,139,,High,ST,Charlestown,MA,02129,02,143 HIGHLAND ST,,ROXBURY,MA,02119,73349.0,42.3788295288054,-71.06673041992177
3331,V569989,2021-08-04 11:27:27,Closed,4-3,Building or Use of Premise req,105,,Ballou,AV,Dorchester,MA,02124,14,105 BALLOU AVENUE,,DORCHESTER,MA,02124,8002.0,42.28501756110295,-71.08331266797228
3332,V567401,2021-08-03 15:06:26,Closed,Article 4 Section 4-3,No use of premises permit:,105,,Norwell,ST,Dorchester,MA,02121,14,40 CUSHING ROAD,,MILTON,MA,02189,104036.0,42.298567231618925,-71.07886216260668
3333,V569704,2021-08-03 08:21:44,Closed,Article 4 Section 4-3,No use of premises permit:,105,,Ballou,AV,Dorchester,MA,02124,14,105 BALLOU AVE,,DORCHESTER,MA,02124,8002.0,42.28501756110295,-71.08331266797228
3334,V568443,2021-08-02 12:05:23,Closed,1001.3.2,Testing & Certification,169,,BEACON,ST,Boston,MA,02116,05,1 HILL TOP ROAD,,LYNNFIELD,MA,01940,0.0,42.35459,-71.0757
3335,V569579,2021-08-02 09:34:41,Open,105.1,Failure to Obtain Permit,76,,Barry,ST,Dorchester,MA,02125,15,76 BARRY ST #2,,DORCHESTER,MA,02125,8357.0,42.30759953905552,-71.06961058569337
3336,V569555,2021-08-02 09:24:07,Closed,105.1,Failure to Obtain Permit,31,,Burbank,ST,Boston,MA,02115,04,2 BROOKLINE PL STE 206,,BROOKLINE,MA,02445,162734.0,42.34449493774177,-71.08774808427201
3337,V569563,2021-08-02 09:03:15,Closed,107.4,Failed to comply w permit term,440,,Eighth,ST,South Boston,MA,02127,07,312 K STREET,,SOUTH BOSTON,MA,02127,52162.0,42.33155313155764,-71.04333430874756
3338,V569389,2021-08-02 08:03:18,Closed,102.8,Maintenance,9,15,Ruggles,ST,Roxbury,MA,02119,09,1495 HANCOCK ST 4TH FLR,,QUINCY,MA,02169,119467.0,42.331469555520144,-71.08302056251607
3339,V569388,2021-07-30 12:42:21,Closed,116,Unsafe Structures,99,,Beacon,ST,Hyde Park,MA,02136,18,312 Jerusalem Rd,,Cohasset,MA,02025,12540.0,42.2553396055568,-71.11269079972344
3340,V569376,2021-07-30 11:23:31,Closed,Article 4 Section 4-3,No use of premises permit:,662,,Adams,ST,Dorchester,MA,02122,16,22 ARCADIA STREET,,DORCHESTER,MA,02122,878.0,42.28741952040851,-71.05447059660877
3341,V559914,2021-07-29 15:42:21,Closed,102.8,Maintenance,107,,Salem,ST,Boston,MA,02113,03,107 SALEM STREET,,BOSTON,MA,02113,121690.0,42.36417951601943,-71.05538042672083
3342,V559905,2021-07-29 15:38:58,Closed,102.8,Maintenance,94,96,Endicott,ST,Boston,MA,02113,03,SUN PROPERTY GROUP,11 ELKINS STREET SUITE 250,SOUTH BOSTON,MA,02127,53893.0,42.36417451892498,-71.05743543147715
3343,V563909,2021-07-29 15:33:04,Closed,111.1,Certificate of Occupancy,348,350,Commercial,ST,Boston,MA,02109,03,297 HIGH ST,,DEDHAM,MA,02026,36473.0,42.36583951067907,-71.05131041404579
3344,V563953,2021-07-29 15:29:40,Closed,903.5,Fire Protection Systems,177,,Tremont,ST,Boston,MA,02111,03,137 WESTON RD,,LINCOLN,MA,01773,137449.0,42.352999527836296,-71.06405047199023
3345,V565917,2021-07-29 15:26:22,Closed,1001.3.2,Testing & Certification,3,,Myrtle,ST,Boston,MA,02114,03,3 MYRTLE STREET,,BOSTON,MA,02114,99695.0,42.35943952786673,-71.06461045864242
3346,V568904,2021-07-27 10:34:15,Closed,102.8,Maintenance,137,,Welles,AVE,Dorchester,MA,02124,16,15 BANTON ST,,DORCHESTER,MA,02124,147311.0,42.289315534793175,-71.06475761576951
3347,V568870,2021-07-27 08:58:56,Closed,105.1,Failure to Obtain Permit,919,,Beacon,ST,Boston,MA,02215,21,C/O GRAHAM WILSON,919 BEACON STREET #1,BOSTON,MA,02215,12420.0,42.34595958375876,-71.10626058149337
3348,V568864,2021-07-27 08:35:51,Closed,116.1,Unsafe and Dangerous,98,100,Colborne,RD,Brighton,MA,02135,21,49 HIGHLAND AV,C/O WAREHOUSE PICTURE,NEEDHAM,MA,02494,163519.0,42.344293778993695,-71.1488842788317
3349,V568852,2021-07-27 08:05:36,Open,3307.1,Protection of Adj. Property,11A,,Torrey,ST,Dorchester,MA,02124,17,32 Mayhew Street,,Dorchester,MA,02125,170383.0,42.28786724375758,-71.07194841036068
3350,V568668,2021-07-26 08:00:15,Closed,116.1,Unsafe and Dangerous,8,,Hobson,ST,Brighton,MA,02135,22,365 Market Street,,Brighton,MA,02135,74424.0,42.3528996561507,-71.16250069371166
3351,V568475,2021-07-23 15:58:58,Closed,110.1,Inspections,105,,Norwell,ST,Dorchester,MA,02121,14,40 CUSHING ROAD,,MILTON,MA,02189,104036.0,42.298567231618925,-71.07886216260668
3352,V568472,2021-07-23 15:27:19,Closed,105.1,Failure to Obtain Permit,9,,Batchelder,ST,Dorchester,MA,02125,08,C/O LORETTA ROGERS-REED,255 WEST ROAD,WESTFIELD,MA,01085,8607.0,42.3209995379538,-71.06913055417901
3353,V568470,2021-07-23 15:06:10,Closed,102.8,Maintenance,100,,Maxwell,ST,Dorchester,MA,02124,17,2300 WASHINGTON STREET,,ROXBURY,MA,02119,93115.0,42.28140955757127,-71.08091067027898
3354,V568468,2021-07-23 14:59:50,Closed,105.1,Failure to Obtain Permit,181,,Dana,AV,Hyde Park,MA,02136,18,181 DANA AVE,,HYDE PARK,MA,02136,45922.0,42.246619633280666,-71.1192308289019
3355,V568415,2021-07-23 09:43:58,Closed,102.8,Maintenance,3,,Myrtle,ST,Boston,MA,02114,03,78 CHARLES STREET,,BOSTON,MA,02114,99695.0,42.35943952786673,-71.06461045864242
3356,V568263,2021-07-22 10:31:08,Open,105.1,Failure to Obtain Permit,329,,Washington,ST,Dorchester,MA,02121,14,232-236A Columbia Rd,,Dorchester,MA,02121,350922.0,42.29976861889666,-71.07439325010056
3357,V568252,2021-07-22 10:16:21,Open,102.8,Maintenance,329,,Washington,ST,Dorchester,MA,02121,14,232-236A Columbia Rd,,Dorchester,MA,02121,350922.0,42.29976861889666,-71.07439325010056
3358,V568244,2021-07-22 10:05:55,Closed,102.8,Maintenance,988,,Morton,ST,Dorchester,MA,02124,17,10  BEARSE   AV  #1,,DORCHESTER,MA,02124,97866.0,42.27921955707045,-71.08037067281319
3359,V568094,2021-07-21 10:10:56,Closed,116,Unsafe Structures,1182,1196,Hyde Park,AV,Hyde Park,MA,02136,18,46 NEPONSET AVE,,ROSLINDALE,MA,02131,77075.0,42.258299620408856,-71.12331081615338
3360,V549607,2021-07-20 10:11:21,Closed,105.1,Failure to Obtain Permit,77,,Washington,ST,Boston,MA,02113,03,"C/O Finch Group, LLC",65 Franklin St,Boston,MA,02110,168246.0,42.36499751167822,-71.05801481268196
3361,V549154,2021-07-20 10:07:32,Closed,102.8,Maintenance,50,,Fleet,ST,Boston,MA,02109,03,"7 Wells Avenue, suite 11",,Newton,MA,02459,438961.0,42.36417795332871,-71.05142373136087
3362,V484676,2021-07-20 10:05:02,Closed,1001.3.2,Testing & Certification,12,,North,SQ,Boston,MA,02113,03,ROMAN CATHOLIC ARCHDIOCESE OF BOSTON,66 BROOKS DRIVE,BRAINTREE,MA,02184,103501.0,42.36371951321066,-71.05326042425024
3363,V508802,2021-07-20 09:59:20,Closed,102.8,Maintenance,160A,160B,Salem,ST,Boston,MA,02113,03,11 THOMAS ST,,QUINCY,MA,02169,169416.0,42.36592783216464,-71.05520422647211
3364,V567953,2021-07-20 07:59:31,Closed,1006.3.1,Minimum Number of Exits,71,,Myrtle,ST,Boston,MA,02114,05,C/O NED WASNIEWSKI,48 MONUMENT AVE,CHARLESTOWN,MA,02129,99802.0,42.35939453174396,-71.06701946397459
3365,V556537,2021-07-19 15:23:35,Closed,105.1,Failure to Obtain Permit,349,,Market,ST,Brighton,MA,02135,22,"14 Elmira St, Unit 2",,Brighton,MA,02135,90225.0,42.35122964321928,-71.15243067385802
3366,V567912,2021-07-19 15:03:48,Closed,116.2,Unsafe and Dangerous,44,,Laurie,AV,West Roxbury,MA,02132,20,44 LAURIE AVENUE,,WEST ROXBURY,MA,02132,84319.0,42.27043968425339,-71.16987089459941
3367,V567854,2021-07-19 11:46:37,Closed,105.1,Failure to Obtain Permit,145,151,Spring,ST,West Roxbury,MA,02132,20,145 SPRING ST,,WEST ROXBURY,MA,02132,129541.0,42.27678300812635,-71.16608749304947
3368,V567494,2021-07-15 13:32:19,Open,105.1,Failure to Obtain Permit,18,,Mascot,ST,Dorchester,MA,02124,14,49 BROADWAY,,QUINCYSTER,MA,02169,91859.0,42.28593956208383,-71.08445066672675
3369,V567476,2021-07-15 12:43:16,Closed,116.1,Unsafe and Dangerous,178,,Callender,ST,Dorchester,MA,02124,14,178 CALLENDER ST,,DORCHESTER,MA,02124,24811.0,42.2876495652308,-71.08673066821972
3370,V567440,2021-07-15 10:34:21,Open,116.1,Unsafe and Dangerous,16,,Nightingale,ST,Dorchester,MA,02124,14,953 WATERTOWN ST,,NEWTON,MA,02465,102655.0,42.29547955686099,-71.08122063963809
3371,V567424,2021-07-15 09:51:11,Closed,116.1,Unsafe and Dangerous,21,23,Geneva,AVE,Dorchester,MA,02121,14,21 GENEVA AVE,,DORCHESTER,MA,02121,63273.0,42.30834955644892,-71.08212061243371
3372,V567314,2021-07-14 11:43:26,Closed,102.8,Maintenance,426,,Sixth,ST,South Boston,MA,02127,07,3 HEMLOCK ST,,BEVERELY,MA,01915,127515.0,42.33309950197257,-71.0432804691814
3373,V567278,2021-07-14 10:23:57,Closed,107.4,Failed to comply w permit term,45,,Cedar Grove,ST,Dorchester,MA,02124,16,45 CEDAR GROVE STREET,,DORCHESTER,MA,02124,27101.0,42.28113951390765,-71.04942059934044
3374,V567259,2021-07-14 09:52:19,Closed,105.1,Failure to Obtain Permit,765,,Columbia,RD,Dorchester,MA,02125,07,9 STATE RD,,PLYMOUTH,MA,02360,35395.0,42.31973952348074,-71.05885053335778
3375,V567261,2021-07-14 09:41:25,Closed,102.8,Maintenance,141,,Welles,AVE,Dorchester,MA,02124,16,C/O HELEN MELO,2 HARVEST WOOD DRIVE,WEST BRIDGEWATER,MA,02379,147314.0,42.28946953455954,-71.06473061508252
3376,V567235,2021-07-14 09:16:32,Open,105.1,Failure to Obtain Permit,124,,Fuller,ST,Dorchester,MA,02124,17,56 BITTERSWEET LANE,,RANDOLPH,MA,02368,61098.0,42.28173954459994,-71.07173064837788
3377,V567175,2021-07-13 14:52:49,Closed,1001.3.2,Testing & Certification,84,86,Savin Hill,AVE,Dorchester,MA,02125,13,84-86 SAVIN HILL AVENUE CONDOMINIUM,"84 SAVIN HILL AV, UNIT 84-3",DORCHESTER,MA,02125,123454.0,42.31232612982447,-71.05476818123222
