_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
3132,V586633,2021-10-29 15:38:55,Closed,105.1,Failure to Obtain Permit,10,,Centervale,PARK,Dorchester,MA,02124,16,1277 North Main St,,Randolph,MA,02368,27252.0,42.29656953227589,-71.06351059593707
3133,V586597,2021-10-29 11:10:04,Closed,105.1,Failure to Obtain Permit,109,,Leighton,RD,Hyde Park,MA,02136,18,109 LEIGHTON RD,,HYDE PARK,MA,02136,84949.0,42.24938965506014,-71.14424088405042
3134,V586590,2021-10-29 10:49:01,Closed,1001.3.2,Testing & Certification,1320,,Dorchester,AV,Dorchester,MA,02122,15,1320 DORCHESTER AVE,,DORCHESTER,MA,02122,48286.0,42.3055487037408,-71.05873661155624
3135,V586584,2021-10-29 10:25:36,Closed,105.1,Failure to Obtain Permit,1320,,Dorchester,AV,Dorchester,MA,02122,15,1320 DORCHESTER AVE,,DORCHESTER,MA,02122,48286.0,42.3055487037408,-71.05873661155624
3136,V586582,2021-10-29 10:11:56,Closed,116,Unsafe Structures,35,,Everton,ST,Dorchester,MA,02121,15,35 EVERTON STREET,,DORCHESTER,MA,02121,55309.0,42.30453954295372,-71.0721305983981
3137,V586564,2021-10-29 09:16:59,Closed,105.1,Failure to Obtain Permit,109,,Leighton,RD,Hyde Park,MA,02136,18,109 LEIGHTON RD,,HYDE PARK,MA,02136,84949.0,42.24938965506014,-71.14424088405042
3138,V586481,2021-10-28 13:08:51,Closed,1001.3.2,Testing & Certification,9,,Creek,SQ,Boston,MA,02108,03,41 Union St,,Boston,MA,02108,163961.0,42.36134486465427,-71.05679239276867
3139,V586472,2021-10-28 12:41:30,Closed,1001.3.2,Testing & Certification,31,35,Union,ST,Boston,MA,02108,03,41 Union St,,Boston,MA,02108,139291.0,42.36113847100528,-71.05678506377417
3140,V586468,2021-10-28 12:22:38,Closed,1001.3.2,Testing & Certification,17,21,Union,ST,Boston,MA,02108,03,12 MARSHALL STREET,,BOSTON,MA,02108,139287.0,42.36090098192869,-71.056696629163
3141,V586455,2021-10-28 11:55:09,Closed,116,Unsafe Structures,57,,Rexford,ST,Mattapan,MA,02126,18,57 REXFORD ST,,MATTAPAN,MA,02126,115555.0,42.269659579978565,-71.0957907289635
3142,V586410,2021-10-28 10:57:43,Closed,116,Unsafe Structures,1030,,Hyde Park,AV,Hyde Park,MA,02136,18,1030 HYDE PARK AV,,HYDE PARK,MA,02136,77005.0,42.26426961659265,-71.12109079827223
3143,V586372,2021-10-28 09:20:25,Closed,105.1,Failure to Obtain Permit,70,72,Edwin,ST,Dorchester,MA,02124,16,70 EDWIN ST,,DORCHESTER,MA,02124,51432.0,42.2897945272721,-71.05966760243567
3144,V586302,2021-10-27 15:40:50,Closed,102.8,Maintenance,1,,Fenwick,PL,Roxbury,MA,02119,09,C/OTRINITY MANAGEMENT LLC,86 CRISPUS ATTUCKS PLACE,ROXBURY,MA,02119,374148.0,42.324779562087066,-71.08737058676454
3145,V586108,2021-10-26 10:15:17,Closed,116,Unsafe Structures,31,35,Gardner,ST,Allston,MA,02134,21,60 LEO M BIRMINGHAM PKWY,,BRIGHTON,MA,02135,62608.0,42.35340961371365,-71.12999061834859
3146,V586086,2021-10-26 09:45:37,Closed,105.1,Failure to Obtain Permit,46,,Adams,ST,Dorchester,MA,02122,15,199 GLADSTONE STREET,,EAST BOSTON,MA,02128,726.0,42.30716952872727,-71.06206056969255
3147,V586070,2021-10-26 09:15:03,Closed,105.1,Failure to Obtain Permit,15,,Van Winkle,ST,Dorchester,MA,02124,16,12 ALBANY STREET,,WOBURN,MA,01810,139782.0,42.282149534810166,-71.0642506302474
3148,V586055,2021-10-26 09:00:10,Closed,116,Unsafe Structures,3,,Dell,TE,Hyde Park,MA,02136,18,3 LATTING TOWN RD,,GLEN COVE,NY,11542,47177.0,42.25913961501714,-71.11957080704893
3149,V585766,2021-10-22 12:43:00,Open,105.1,Failure to Obtain Permit,3553,3557,Washington,ST,Jamaica Plain,MA,02130,11,3553-3557 WASHINGTON STREET,,JAMAICA PLAIN,MA,02130,144951.0,42.30468759460371,-71.10950168175962
3150,V585743,2021-10-22 11:43:24,Closed,105.1,Failure to Obtain Permit,7,,Speedwell,ST,Dorchester,MA,02122,15,15 Gulf Rd,,Pelham,MA,01002,129325.0,42.30381953735396,-71.06795059029157
3151,V585735,2021-10-22 10:43:49,Closed,105.1,Failure to Obtain Permit,53,,Beech Glen,ST,Roxbury,MA,02119,11,11 Edgewater Dr,,Dover,MA,02030,13348.0,42.32438957229938,-71.09512060526987
3152,V585690,2021-10-22 09:05:22,Closed,116.1,Unsafe and Dangerous,481,487,Geneva,AVE,Dorchester,MA,02124,17,8 KEYSTONE WAY,,ANDOVER,MA,01810,63353.0,42.299329533304544,-71.06479059326053
3153,V585618,2021-10-21 13:44:35,Closed,116.1,Unsafe and Dangerous,40,,Falkland,ST,Brighton,MA,02135,22,40 FALKLAND STREET,,BRIGHTON,MA,02135,56112.0,42.35542965142383,-71.1588606791819
3154,V585591,2021-10-21 12:26:45,Closed,105.1,Failure to Obtain Permit,82,,Beechcroft,ST,Brighton,MA,02135,22,34 WINTER ST UNIT B6,,WALTHAM,MA,02451,13396.0,42.35161965526747,-71.16136069333861
3155,V580014,2021-10-21 11:51:00,Closed,105.1,Failure to Obtain Permit,409,,Huntington,AV,Boston,MA,02115,04,280 SUMMER ST 6TH FL,,BOSTON,MA,02210,76367.0,42.33948860641495,-71.09176998767545
3156,V585496,2021-10-21 08:52:01,Closed,105.1,Failure to Obtain Permit,19,,Burney,ST,Mission Hill,MA,02120,10,19 BURNEY STREET,,ROXBURY,MA,021220,23885.0,42.33163957744088,-71.09989060013392
3157,V570259,2021-10-20 16:01:12,Closed,1001.3.2,Testing & Certification,370,372,Commercial,ST,Boston,MA,02109,03,58 CIRCUIT RD,,WEYMOUTH,MA,02190,36666.0,42.36609951098812,-71.05153041494404
3158,V576388,2021-10-20 15:50:13,Closed,102.8,Maintenance,50,,Fleet,ST,Boston,MA,02109,03,"50 FLEET STREET, UNIT  PH-2",,BOSTON,MA,02109,438961.0,42.36417795332871,-71.05142373136087
3159,V569336,2021-10-20 15:46:20,Closed,102.8,Maintenance,19,,Tileston,ST,Boston,MA,02113,03,"19 Tileston Street, Unit 4",,Boston,MA,02113,135994.0,42.365539513633024,-71.05372042047772
3160,V579380,2021-10-20 15:40:29,Closed,1001.3.2,Testing & Certification,33,,Russell,ST,Boston,MA,02114,03,115 CHARLES STREET,,BOSTON,MA,02114,119770.0,42.360199530079136,-71.0660904596282
3161,V546248,2021-10-20 15:31:44,Closed,105.1,Failure to Obtain Permit,165,,Friend,ST,Boston,MA,02114,03,1572 Beacon St,,Newton,MA,02468,60983.0,42.363661778157685,-71.05990219997507
3162,V579634,2021-10-20 15:29:11,Open,105.1,Failure to Obtain Permit,655,,Morton,ST,Mattapan,MA,02126,14,112 HOWLAND ST,,DORCHESTER,MA,02121,386023.0,42.28537957464972,-71.09329068915467
3163,V561650,2021-10-20 15:26:19,Closed,116.1,Unsafe and Dangerous,84,,Fayston,ST,Dorchester,MA,02121,13,475 Willard Street,,Quincy,MA,02169,57081.0,42.31229954716338,-71.07527058852182
3164,V585323,2021-10-20 10:06:14,Closed,105.1,Failure to Obtain Permit,164,,Minot,ST,Dorchester,MA,02122,16,5002 PHEASANT LN,,MIDDLEBORO,MA,02346,96073.0,42.28370951976702,-71.05392060350306
3165,V585316,2021-10-20 09:56:20,Open,105.1,Failure to Obtain Permit,36,,Saranac,ST,Dorchester,MA,02122,16,36 SARANAC STREET,,DORCHESTER,MA,02122,122352.0,42.28424951898481,-71.05331060073695
3166,V530696,2021-10-19 14:52:08,Closed,3307.1,Protection of Adj. Property,50,,Soley,ST,Charlestown,MA,02129,02,50 Soley Street,Unit 1,Charlestown,Ma,02129,128365.0,42.37507952312745,-71.06114041646119
3167,V566900,2021-10-19 14:49:35,Closed,116.1,Unsafe and Dangerous,10,,Athol,ST,Allston,MA,02134,22,19 KINGSLEY STREET,,ALLSTON,MA,02134,5905.0,42.36122961852843,-71.13404061054518
3168,V578393,2021-10-19 14:45:24,Closed,1001.3.2,Testing & Certification,34,38,Prince,ST,Boston,MA,02113,03,34 PRINCE ST,,BOSTON,MA,02113,112888.0,42.36453351503535,-71.05453442495332
3169,V549286,2021-10-19 14:42:48,Closed,102.8,Maintenance,8,,Tremlett,ST,Dorchester,MA,02124,17,"71 LEGION PKWY, 3RD FLR",,BROCKTON,MA,02301,136673.0,42.29475954359094,-71.07145061887147
3170,V569250,2021-10-19 14:40:39,Closed,116,Unsafe Structures,26,,Burard,ST,West Roxbury,MA,02132,20,26 BURARD ST,,WEST ROXBURY,MA,02132,23708.0,42.28520967450767,-71.16504085015113
3171,V569259,2021-10-19 14:36:15,Closed,4-3,Building or Use of Premise req,26,,Burard,ST,West Roxbury,MA,02132,20,26 BURARD ST,,WEST ROXBURY,MA,02132,23708.0,42.28520967450767,-71.16504085015113
3172,V585220,2021-10-19 14:34:41,Closed,116,Unsafe Structures,570,580,Washington,ST,Brighton,MA,02135,22,105 COUNTRYSIDE ROAD,,NEWTON,MA,02459,143628.0,42.349928660946496,-71.16508170493812
3173,V561544,2021-10-19 14:33:28,Closed,102.8,Maintenance,6,,Middleton,ST,Dorchester,MA,02124,14,6 MIDDLETON STREET,,DORCHESTER,MA,02124,95258.0,42.28261956533495,-71.08648067927204
3174,V569996,2021-10-19 14:30:24,Closed,102.8,Maintenance,100,110,State,ST,Boston,MA,02109,03,100 STATE STREET 11TH,,SOUTH BOSTON,MA,02127,130354.0,42.35926456968387,-71.05507187036069
3175,V566268,2021-10-19 14:25:08,Closed,9.12,Inspection of exterior walls.,357,371,Commercial,ST,Boston,MA,02109,03,C/O THE SAN MARCO/ LINCOLN WHARF,1812 MASSACHUSETTS AVE,CAMBRIDGE,MA,02140,36474.0,42.36594951044362,-71.05089041283198
3176,V537595,2021-10-19 13:05:03,Closed,116,Unsafe Structures,2,,Greendale,RD,Mattapan,MA,02126,14,8 Shoreside Drive,,Quincy,MA,02169,66516.0,42.28500957488096,-71.09345068987973
3177,V551572,2021-10-19 13:02:01,Closed,105.1,Failure to Obtain Permit,169,,Glenway,ST,Dorchester,MA,02121,14,169 GLENWAY ST,,DORCHESTER,MA,02121,64725.0,42.2975095564772,-71.08113063415455
3178,V570228,2021-10-19 12:59:02,Closed,1001.3.2,Testing & Certification,366,368,Commercial,ST,Boston,MA,02109,03,368 COMMERCIAL ST,,BOSTON,MA,02109,36665.0,42.366039511197705,-71.05153041436132
3179,V548025,2021-10-19 12:56:50,Closed,116.1,Unsafe and Dangerous,157,,Glenway,ST,Dorchester,MA,02121,14,157 GLENWAY ST,,DORCHESTER,MA,02121,64717.0,42.29789955655706,-71.08128063431698
3180,V552186,2021-10-19 12:36:11,Closed,105.1,Failure to Obtain Permit,30,,Gleason,ST,Dorchester,MA,02121,14,30 GLEASON ST,,DORCHESTER,MA,02121,63904.0,42.29784084670298,-71.08209773706902
3181,V573650,2021-10-19 12:31:20,Closed,102.8,Maintenance,90,,Commonwealth,AV,Boston,MA,02116,05,90 Commonwealth Ave,,Boston,MA,02116,41283.0,42.35212254317391,-71.0756915000074
3182,V546536,2021-10-19 12:29:56,Closed,105.1,Failure to Obtain Permit,11,13,Irving,ST,Boston,MA,02114,05,11 IRVING,,BOSTON,MA,02114,78900.0,42.360739530582975,-71.06654045932265
3183,V571418,2021-10-19 12:26:05,Closed,105.1,Failure to Obtain Permit,11,,Harold,PARK,Roxbury,MA,02119,12,11 HAROLD PK,,ROXBURY,MA,02119,69632.0,42.31917956339874,-71.08807060160461
3184,V571489,2021-10-19 12:12:59,Closed,116,Unsafe Structures,60,,Waverly,ST,Roxbury,MA,02119,12,60 WAVERLY STREET,,ROXBURY,MA,02119,146556.0,42.32058955120467,-71.07896057800137
3185,V578390,2021-10-19 12:04:53,Closed,9.12,Inspection of exterior walls.,77,,Washington,ST,Boston,MA,02113,03,"65 FRANKLIN ST, Suite 301",,Boston,MA,02110,168246.0,42.36499751167822,-71.05801481268196
3186,V483162,2021-10-19 11:44:57,Closed,102.8,Maintenance,175,177,State,ST,Boston,MA,02109,03,"Douglas G. Thayer, CPM",1812 Massachusetts Ave,Cambridge,MA,02140,130386.0,42.35917951404571,-71.05307043409523
3187,V517580,2021-10-19 11:39:37,Open,105.1,Failure to Obtain Permit,100,,Nightingale,ST,Dorchester,MA,02124,14,100 NIGHTINGALE STREET,,DORCHESTER,MA,02124,102648.0,42.29452956192491,-71.08511064887875
3188,V470235,2021-10-19 11:14:34,Closed,116.1,Unsafe and Dangerous,40,62,Franklin,ST,Boston,MA,02110,03,160 Federal Street,11th Floor,Boston,MA,02110,60669.0,42.35584952067276,-71.05864045287338
3189,V491975,2021-10-19 11:07:50,Open,104.6,Right of Entry,93,,Hazleton,ST,Mattapan,MA,02126,14,93 HAZELTON ST,,MATTAPAN,MA,02126,72284.0,42.281369580133706,-71.09657070461034
3190,V488652,2021-10-19 11:02:51,Closed,105.1,Failure to Obtain Permit,31,,Hazleton,ST,Mattapan,MA,02126,14,31 HAZLETON STREET,,MATTAPAN,MA,02126,72259.0,42.27954957676602,-71.09459070455756
3191,V488679,2021-10-19 10:26:54,Closed,102.8,Maintenance,145,,Glenway,ST,Dorchester,MA,02121,14,131 WILMINGTON AV,,DORCHESTER,MA,02124,64712.0,42.29828955729683,-71.08143063268307
3192,V571291,2021-10-19 10:07:16,Closed,102.8,Maintenance,76,,Batterymarch,ST,Boston,MA,02110,03,10 Pembroke St. Unit 1,,Chelsea,MA,02150,8807.0,42.3568995126113,-71.05295043867851
3193,V584883,2021-10-18 09:24:57,Closed,105.1,Failure to Obtain Permit,37R,,Milton,ST,Hyde Park,MA,02136,18,37R WEST  MILTON,,HYDE PARK,MA,02136,95898.0,42.23967970057151,-71.14164088581244
3194,V584038,2021-10-13 09:12:35,Closed,105.1,Failure to Obtain Permit,49,,Beech Glen,ST,Roxbury,MA,02119,11,23 Highland Park Avenue,,Roxbury,MA,02119,13343.0,42.32451957231013,-71.09537060533205
3195,V584018,2021-10-13 08:24:30,Closed,116,Unsafe Structures,40,,Rugg,RD,Allston,MA,02134,22,"700 N.W. 107TH AVE, SUITE 400",,MIAMI,FL,33172,119447.0,42.35516090528431,-71.13592801702141
3196,V583911,2021-10-12 12:14:27,Closed,903.5,Fire Protection Systems,879,881,Blue Hill,AV,Dorchester,MA,02124,14,879 BLUE HILL AV,,DORCHESTER,MA,02124,16583.0,42.29533956627489,-71.08810065489568
3197,V583842,2021-10-12 09:50:04,Closed,116,Unsafe Structures,159,,Dorchester,ST,South Boston,MA,02127,07,159 DORCHESTER STREET,,SOUTH BOSTON,MA,02127,48895.0,42.33436950861755,-71.04855047777481
3198,V583506,2021-10-08 09:32:17,Closed,102.8,Maintenance,187,,Maverick,ST,East Boston,MA,02128,01,C/O MG2 GROUP,"50 FRANKLIN STREET, SUITE 400",BOSTON,MA,02110,92976.0,42.369079491936,-71.036810374302
3199,V583424,2021-10-07 15:29:43,Closed,105.1,Failure to Obtain Permit,71,73,Turner,ST,Brighton,MA,02135,22,7 MADELINE ST,,BRIGHTON,MA,02135,138634.0,42.35161565527686,-71.16181569440357
3200,V583420,2021-10-07 13:52:22,Closed,105.1,Failure to Obtain Permit,59,,Greenbrier,ST,Dorchester,MA,02124,17,59 GREENBRIER STREET UNIT 1,,DORCHESTER,MA,02124,66473.0,42.29797954284663,-71.0711306105136
3201,V583132,2021-10-06 10:36:02,Open,105.1,Failure to Obtain Permit,107,,Homestead,ST,Dorchester,MA,02121,12,107 HOMESTEAD STREET APT #1,,DORCHESTER,MA,02121,75077.0,42.31142956675277,-71.09000062322278
3202,V583119,2021-10-06 10:18:29,Closed,111.1,Certificate of Occupancy,34,,Perrin,ST,Roxbury,MA,02119,12,61 CENTRE ST,,BOSTON,MA,02119,109590.0,42.3220595496861,-71.07837057315415
3203,V582882,2021-10-05 10:04:49,Closed,105.1,Failure to Obtain Permit,79,,Wayland,ST,Dorchester,MA,02125,13,79 WAYLAND ST,,DORCHESTER,MA,02125,146663.0,42.31385454625693,-71.07509358425803
3204,V582875,2021-10-05 09:47:38,Closed,105.4,Validity of Permit,209,209A,Endicott,ST,Boston,MA,02113,03,59 HULL STREET APT 11,,BOSTON,MA,02113,53865.0,42.36657951894151,-71.05794042786464
3205,V582839,2021-10-05 08:38:33,Closed,105.1,Failure to Obtain Permit,214,,Bowdoin,ST,Dorchester,MA,02125,15,72 TURRTLE POND PARKWAY,,HYDE PARK,MA,02136,17681.0,42.30539766447443,-71.0683702958349
3206,V582691,2021-10-04 08:37:51,Closed,105.1,Failure to Obtain Permit,37,,Bennington,ST,East Boston,MA,02128,01,75 Stedman Street,,Brookline,MA,02446,14724.0,42.37529449241954,-71.03745036197586
3207,V582488,2021-10-01 09:59:05,Closed,102.8,Maintenance,357,,Marlborough,ST,Boston,MA,02115,05,357 MARLBOROUGH ST,,BOSTON,MA,02115,91061.0,42.35100955702539,-71.08636052556082
3208,V582459,2021-10-01 09:00:14,Open,102.8,Maintenance,140,,Putnam,ST,East Boston,MA,02128,01,216 LOWELL ST APT 2L,,PEABODY,MA,01960,113624.0,42.37806948480296,-71.03165034370778
3209,V582456,2021-10-01 08:38:48,Closed,105.1,Failure to Obtain Permit,37,,Bennington,ST,East Boston,MA,02128,01,956 BEACON STREET,,BRIGHTON,MA,02135,14724.0,42.37529449241954,-71.03745036197586
3210,V582294,2021-09-30 12:42:18,Closed,105.6,Suspension or Revocation,125,139,Harvard,ST,Dorchester,MA,02121,14,117 REDLANDS RD,,BOSTON,MA,02132,70780.0,42.29667955409747,-71.07960063327303
3211,V582114,2021-09-29 15:39:38,Closed,3307.1,Protection of Adj. Property,539,,Adams,ST,Dorchester,MA,02122,16,35 AURIGA STREET,,DORCHESTER,MA,02122,780.0,42.291169524274,-71.05729059415073
3212,V581967,2021-09-29 10:02:00,Closed,102.8,Maintenance,7,,Harold,PARK,Roxbury,MA,02119,12,7 HAROLD PK,,ROXBURY,MA,02119,69637.0,42.31922956319876,-71.08820060144137
3213,V581738,2021-09-28 09:50:35,Closed,105.1,Failure to Obtain Permit,6,,Yorktown,ST,West Roxbury,MA,02132,20,6 Meyer St,,Boston,MA,02131,153294.0,42.28549967171877,-71.1630608463808
3214,V581715,2021-09-28 08:44:41,Closed,116,Unsafe Structures,976,,Washington,ST,Dorchester,MA,02124,17,"8111 Westchester Drive, Suite 600",,Dallas,TX,75225,146239.0,42.27875954117992,-71.06892064857175
3215,V581701,2021-09-28 08:08:03,Closed,116,Unsafe Structures,10,,Sutton,ST,Mattapan,MA,02126,14,87 Copeland Street,,Brockton,MA,02301,133064.0,42.28197956929101,-71.08887068638883
3216,V581591,2021-09-27 10:44:41,Closed,116,Unsafe Structures,257,259,Cambridge,ST,Allston,MA,02134,22,259 CAMBRIGDE STREET,,ALLSTON,MA,02134,25105.0,42.35760961059179,-71.1280406057761
3217,V581579,2021-09-27 10:33:04,Closed,116,Unsafe Structures,594,,Walk Hill,ST,Mattapan,MA,02126,14,594 WALK HILL STREET,,MATTAPAN,MA,02126,141669.0,42.281389581051975,-71.0977207078973
3218,V581573,2021-09-27 10:05:30,Open,116,Unsafe Structures,69,,Floyd,ST,Dorchester,MA,02124,14,69 FLOYD STREET,,DORCHESTER,MA,02124,59063.0,42.28852956612013,-71.08712066676908
3219,V581392,2021-09-24 15:31:34,Closed,102.8,Maintenance,6,,Hosmer,ST,Mattapan,MA,02126,14,716 Beacon St,,Newton Center,MA,02459,75407.0,42.28151957192028,-71.09153069333327
3220,V581360,2021-09-24 13:48:51,Open,105.1,Failure to Obtain Permit,36,,Wildwood,ST,Dorchester,MA,02124,14,1537 MANATUCK BLVD,,BAY SHORE,NY,11706,149730.0,42.28331956705205,-71.08782068028421
3221,V581322,2021-09-24 10:12:17,Closed,116,Unsafe Structures,2,,Hartford,ST,Dorchester,MA,02125,13,2 HARTFORD ST,,DORCHESTER,MA,02125,70208.0,42.31826954442037,-71.07395057071416
3222,V581046,2021-09-23 10:06:19,Closed,1001.3.2,Testing & Certification,7,,Symphony,RD,Boston,MA,02115,04,7 SYMPHONY RD,,BOSTON,MA,02115,133521.0,42.34288955966971,-71.08701054590021
3223,V580810,2021-09-22 11:18:18,Open,105.1,Failure to Obtain Permit,100,102,Seaver,ST,Dorchester,MA,02121,12,810 PARKER ST,,ROXBURY,MA,02120,124139.0,42.310539570466965,-71.09241063017684
3224,V580783,2021-09-22 10:27:26,Open,310.1,Emergency Openings,40,,Waumbeck,ST,Dorchester,MA,02121,12,7 Theresa Ave,,Burlington,MA,01803,146392.0,42.3140895629124,-71.08721061093168
3225,V580634,2021-09-21 15:05:49,Closed,105.1,Failure to Obtain Permit,51,,Lexington,ST,East Boston,MA,02128,01,438 ESSEX ST,,SAUGUS,MA,01906,85704.0,42.37742949282751,-71.03787035825884
3226,V561630,2021-09-21 15:01:19,Closed,116.1,Unsafe and Dangerous,209,,Quincy,ST,Dorchester,MA,02121,13,209 QUINCY STREET,,DORCHESTER,MA,02124,114032.0,42.3127295460925,-71.07483058534807
3227,V545737,2021-09-21 12:47:53,Closed,1001.3.2,Testing & Certification,194,,Athens,ST,South Boston,MA,02127,06,122 Hearthstone Way,,Hanover,MA,02339,5751.0,42.33985595468699,-71.05119435050455
3228,V545734,2021-09-21 12:43:17,Closed,116.1,Unsafe and Dangerous,194,,Athens,ST,South Boston,MA,02127,06,122 Hearthstone Way,,Hanover,MA,02339,5751.0,42.33985595468699,-71.05119435050455
3229,V545708,2021-09-21 12:31:56,Closed,116.1,Unsafe and Dangerous,192,,Athens,ST,South Boston,MA,02127,06,"224 MARINA DRIVE, UNIT  224",,QUINCY,MA,02171,5750.0,42.33990717263492,-71.05125757355748
3230,V550293,2021-09-21 12:28:22,Closed,104.6,Right of Entry,69,,Highland,ST,Roxbury,MA,02119,11,69 HIGHLAND ST,,ROXBURY,MA,02119,73804.0,42.32743956830865,-71.09287059383993
3231,V549506,2021-09-21 12:21:08,Closed,107.4,Failed to comply w permit term,44,,Worley,ST,West Roxbury,MA,02132,20,"44 Worley St, Unit 2",,West Roxbury,MA,02132,152691.0,42.2922396700163,-71.16285083040952
3232,V569346,2021-09-21 12:13:28,Closed,1001.3.2,Testing & Certification,472,,Commercial,ST,Boston,MA,02109,03,53 POWISSET STREET,,DOVER,MA,02032,163699.0,42.36756826331655,-71.05398939492288
3233,V571058,2021-09-21 12:09:04,Closed,102.8,Maintenance,346,348,North,ST,Boston,MA,02109,03,346 NORTH STREET,,BOSTON,MA,02109,103634.0,42.3652595110825,-71.05199041740514
3234,V568702,2021-09-21 12:06:33,Closed,1001.3.2,Testing & Certification,346,348,North,ST,Boston,MA,02109,03,344 NORTH STREET,,BOSTON,MA,02113,103634.0,42.3652595110825,-71.05199041740514
3235,V566252,2021-09-21 12:02:43,Closed,105.1,Failure to Obtain Permit,60,,Wenham,ST,Jamaica Plain,MA,02130,19,454 LONGVIEW TERRACE,,GREENVILLE,SOUTH CAROLINA,29605,147695.0,42.297309602038425,-71.11431070954625
3236,V569793,2021-09-21 11:40:04,Closed,102.8,Maintenance,37,,Margin,ST,Boston,MA,02113,03,37 N MARGIN ST,,BOSTON,MA,02113,89683.0,42.36468951686315,-71.05658042868399
3237,V552659,2021-09-21 11:32:48,Open,102.8,Maintenance,10,12,Nazing,ST,Dorchester,MA,02121,12,C/O BARBARA MORGAN-ROBINSON,12 NAZING STREET,DORCHESTER,MA,02121,100456.0,42.30617556055748,-71.0852246243656
3238,V557076,2021-09-21 11:30:31,Closed,105.1,Failure to Obtain Permit,39,,Nazing,ST,Dorchester,MA,02121,12,39 NAZING STREET,,DORCHESTER,MA,02121,100470.0,42.3070095625268,-71.08625062438571
3239,V551152,2021-09-21 11:26:30,Closed,116.1,Unsafe and Dangerous,100,102,Seaver,ST,Dorchester,MA,02121,12,810 PARKER STREET,,BOSTON,MA,02120,124139.0,42.310539570466965,-71.09241063017684
3240,V580506,2021-09-21 11:05:43,Closed,110.26,Working Space,409,,Huntington,AV,Boston,MA,02115,04,280 SUMMER STREET 6TH FL,,BOSTON,MA,02210,76367.0,42.33948860641495,-71.09176998767545
3241,V580486,2021-09-21 10:41:47,Closed,116,Unsafe Structures,11,,Abbotsford,ST,Dorchester,MA,02121,12,74 CLARENDON ST STE A,,BOSTON,MA,02116,96.0,42.31436956933334,-71.09235062135879
3242,V580454,2021-09-21 09:26:49,Closed,105.1,Failure to Obtain Permit,32,,Mountain,AV,Dorchester,MA,02124,14,32 MOUNTAIN AV,,DORCHESTER,MA,02124,99091.0,42.28555956297689,-71.08527066973106
3243,V580354,2021-09-20 15:19:31,Closed,116,Unsafe Structures,176,184,High,ST,Boston,MA,02110,03,60 TEMPLE PL #2,,BOSTON,MA,02111,73285.0,42.35666784192669,-71.05255688708584
3244,V580332,2021-09-20 12:58:21,Open,105.1,Failure to Obtain Permit,31,,Nazing,ST,Dorchester,MA,02121,12,67 Woodrow Ave,,Dorchester,MA,02121,100464.0,42.30686956195056,-71.08591062356817
3245,V580315,2021-09-20 11:57:45,Closed,104.6,Right of Entry,27,,Charter,ST,Boston,MA,02113,03,65 SMAOSET ROAD,,DUXBURY,MA,02332,29960.0,42.36684951336454,-71.05360041741332
3246,V580091,2021-09-20 11:06:46,Closed,105.1,Failure to Obtain Permit,106,108,Monsignor Patrick J Lydon,WAY,Dorchester,MA,02124,16,1 Swan Court,,Dorchester,MA,02124,99229.0,42.2896515245092,-71.0579085996308
3247,V580097,2021-09-17 15:36:07,Closed,105.1,Failure to Obtain Permit,176,184,High,ST,Boston,MA,02110,03,& AUTHORIZED AGENT,60 TEMPLE PL #2,BOSTON,MA,02111,73285.0,42.35666784192669,-71.05255688708584
3248,V580094,2021-09-17 15:23:26,Closed,110.11,Deteriorating Agents,141,,Pembroke,ST,Roxbury,MA,02118,04,141 PEMBROKE St,,ROXBURY,MA,02118,109074.0,42.34339954624831,-71.07725052304542
3249,V580087,2021-09-17 14:46:20,Closed,105.1,Failure to Obtain Permit,102,104,Monsignor Patrick J Lydon,WAY,Dorchester,MA,02124,16,1 Swan Court,,Dorchester,MA,02124,99227.0,42.28962952537814,-71.05798059946049
3250,V580058,2021-09-17 12:31:35,Closed,116,Unsafe Structures,29,,Stanley,ST,Dorchester,MA,02125,15,STANLEY ST,,DORCHESTER,MA,02125,169972.0,42.31070837348637,-71.06907601501919
3251,V579996,2021-09-17 09:08:16,Closed,116,Unsafe Structures,22,,Lafield,ST,Dorchester,MA,02122,16,22 LAFIELD #2,,DORCHESTER,MA,02122,82976.0,42.29475952658011,-71.05915059071502
3252,V579924,2021-09-16 15:16:28,Open,105.1,Failure to Obtain Permit,42,,Oldfields,RD,Dorchester,MA,02121,14,42 Oldfields Road,Unit 2,Dorchester,MA,02121,160415.0,42.30780562925644,-71.07975434785472
3253,V579919,2021-09-16 14:42:50,Closed,116,Unsafe Structures,24, ,Union,AVE,Jamaica Plain,MA,02130,11,200 revere st,,canton,MA,02021,139036.0,42.30901958963638,-71.10626066471644
3254,V579674,2021-09-15 12:32:55,Closed,116,Unsafe Structures,366,366A,Broadway,,South Boston,MA,02127,06,46 Crabtree Road,,North Quincy,MA,02171,21449.0,42.33802950978493,-71.0492204713372
3255,V579654,2021-09-15 11:48:04,Closed,105.1,Failure to Obtain Permit,57,,Woolson,ST,Mattapan,MA,02126,14,57 WOOLSON ST,,MATTAPAN,MA,02126,152150.0,42.28099956967825,-71.08936069044435
