_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
2143,V647340,2022-11-28 15:59:50,Open,102.8,Maintenance,76,,Mora,ST,Dorchester,MA,02124,17,76 MORA ST,,DORCHESTER,MA,02124,97286.0,42.28169954915362,-71.0748206552973
2144,V647331,2022-11-28 15:20:45,Open,116,Unsafe Structures,12,,Neponset,AV,Hyde Park,MA,02136,18,12 NEPONSET AVE,,HYDE PARK,MA,02136,100585.0,42.2503496183465,-71.1203808281957
2145,V647329,2022-11-28 15:10:37,Closed,105.1,Failure to Obtain Permit,2010,,Dorchester,AVE,Dorchester,MA,02124,16,2010 DORCHESTER AVE,,DORCHESTER,MA,02124,48467.0,42.282329535735,-71.06506063170107
2146,V647312,2022-11-28 13:48:10,Closed,3307.1,Protection of Adj. Property,9,,Queen,ST,Dorchester,MA,02122,16,9 QUEEN STREET,,DORCHESTER,MA,02122,113713.0,42.2936795183578,-71.05336857975954
2147,V647306,2022-11-28 13:40:51,Closed,105.1,Failure to Obtain Permit,20,,Vesta,RD,Dorchester,MA,02124,14,539 COMMONWEALTH AVE,,NEWTON,MA,02459-1601,140151.0,42.29616956344914,-71.08642064854575
2148,V646615,2022-11-28 13:30:12,Closed,105.1,Failure to Obtain Permit,299,,Hancock,ST,Dorchester,MA,02122,15,299 Hancock Street,,Dorchester,MA,02125,165966.0,42.30821089653848,-71.05869822682165
2149,V647167,2022-11-28 10:14:48,Closed,116,Unsafe Structures,5,,Boynton,ST,Jamaica Plain,MA,02130,11,5 BOYNTON STREET,,JAMACIA PLAIN,MA,02130,18695.0,42.30529960046282,-71.11428069112289
2150,V646777,2022-11-23 13:57:10,Closed,102.8,Maintenance,73,,Pearl,ST,Charlestown,MA,02129,02,160 Fairoaks Lane,,Cohasset,MA,02025,108854.0,42.38000952461134,-71.06300040877109
2151,V646776,2022-11-23 13:44:41,Closed,102.8,Maintenance,71,,Pearl,ST,Charlestown,MA,02129,02,71 PEARL STREET,,CHARLESTOWN,MA,02129,108852.0,42.37996952456083,-71.0630304088053
2152,V646773,2022-11-23 13:33:19,Closed,102.8,Maintenance,69,,Pearl,ST,Charlestown,MA,02129,02,84 RAVINE ROAD,,MEDFORD,MA,02155,108850.0,42.37988952426257,-71.06308041026283
2153,V646772,2022-11-23 13:25:46,Closed,102.8,Maintenance,67,,Pearl,ST,Charlestown,MA,02129,02,67 PEARL STREET,,CHARLESTOWN,MA,02129,108848.0,42.37985252492796,-71.063115409341
2154,V646771,2022-11-23 13:19:50,Closed,102.8,Maintenance,65,,Pearl,ST,Charlestown,MA,02129,02,65 PEARL STREEET,,CHARLESTOWN,MA,02129,108846.0,42.37977252492954,-71.06318540998393
2155,V646770,2022-11-23 13:13:36,Closed,102.8,Maintenance,22,,Mystic,ST,Charlestown,MA,02129,02,"60 ADAMS ST, 3rd floor",,MILTON,MA,02186,99975.0,42.37989452477981,-71.06276140852634
2156,V646769,2022-11-23 13:00:06,Closed,102.8,Maintenance,20,,Mystic,ST,Charlestown,MA,02129,02,"60 Adams St, 3rd Floor",,Milton,MA,02186,99970.0,42.37981452459245,-71.06281140905061
2157,V646767,2022-11-23 12:26:53,Closed,102.8,Maintenance,18,,Mystic,ST,Charlestown,MA,02129,02,21 NORTH MEAD STREET,,CHARELSTOWN,MA,02129,99965.0,42.37977452458944,-71.06284140911185
2158,V646758,2022-11-23 11:46:49,Closed,102.8,Maintenance,16,,Mystic,ST,Charlestown,MA,02129,02,C/O ERICA SILES,80 WINSLOW ROAD,NORTH FALMOUTH,MA,02556,99961.0,42.37969952474094,-71.06291040887007
2159,V646744,2022-11-23 11:24:01,Closed,102.8,Maintenance,14,,Mystic,ST,Charlestown,MA,02129,02,C/O RACHEL LOBDELL,14 MYSTIC STREET,CHARLESTOWN,MA,02129,99957.0,42.37965952471569,-71.06294041002838
2160,V646712,2022-11-23 09:15:44,Closed,105.1,Failure to Obtain Permit,48,,Como,RD,Hyde Park,MA,02136,18,48 COMO ROAD,,HYDE PARK,MA,02136,41520.0,42.240523692519496,-71.13920087917641
2161,V646604,2022-11-22 15:07:16,Open,116,Unsafe Structures,609,,Morton,ST,Mattapan,MA,02126,14,609 MORTON STREET,,MATTAPAN,MA,02126,97728.0,42.28686957553035,-71.0939106869561
2162,V646555,2022-11-22 11:44:30,Closed,116,Unsafe Structures,106,,Webster,ST,East Boston,MA,02128,01,1819 E. Southern Avenue,Unit B10,Mesa,AZ,85204,356017.0,42.36677810580336,-71.03672582690804
2163,V644760,2022-11-17 15:18:19,Closed,1001.3.2,Testing & Certification,30,,Gloucester,ST,Boston,MA,02115,05,1716 COLUMBIA ROAD UNIT 1,,SOUTH BOSTON,MA,02127,64941.0,42.34944355513067,-71.08449852633736
2164,V644628,2022-11-17 09:17:23,Closed,1001.3.2,Testing & Certification,35,,Bennet,ST,Boston,MA,02113,03,35 NORTH BENNET STREET UNIT 2,,BOSTON,MA,02113,14389.0,42.36568951466755,-71.05464042226119
2165,V644619,2022-11-17 08:57:51,Closed,102.8,Maintenance,852,854,Huntington,AV,Mission Hill,MA,02120,10,280 EVERGREEN AVE,,BRAINTREE,MA,02184,76451.0,42.33277959157165,-71.110330621625
2166,V644596,2022-11-17 08:11:53,Closed,1001.3.2,Testing & Certification,6,,Bellevue,ST,Dorchester,MA,02125,15,C/O CRUZ DEVELOPMENT COR,434 MASSACHUSETTS AVE #3000,BOSTON,MA,02118,354234.0,42.3124360168972,-71.06811514913561
2167,V644520,2022-11-16 15:33:46,Open,116,Unsafe Structures,11,,Mountfair,TE,Hyde Park,MA,02136,18,11 MOUNTFAIR TE,AND  LINDSAY,HYDE PARK,MA,02136,99121.0,42.25044961814062,-71.1201808280134
2168,V644515,2022-11-16 14:51:48,Closed,110.7,Periodic Inspections,70,80,Talbot,AV,Dorchester,MA,02124,14,749 Hyde Park Avenue,,Hyde Park,MA,02136,133776.0,42.29395956099695,-71.08371064747186
2169,V644481,2022-11-16 12:07:04,Closed,1001.3.2,Testing & Certification,509,,Columbia,RD,Dorchester,MA,02125,13,434 Massachusetts Avenue,,Boston,MA,02118,353185.0,42.314887464697215,-71.06682124427286
2170,V644470,2022-11-16 11:05:46,Open,102.8,Maintenance,14,,Oakhurst,ST,Dorchester,MA,02124,14,40 EAST SYDNEY AVE #41,,MOUNT VERNON,NY,10462,104724.0,42.28783955952434,-71.08276065985523
2171,V644415,2022-11-16 09:36:06,Closed,1001.3.2,Testing & Certification,509,,Columbia,RD,Dorchester,MA,02125,13,434 Massachusetts Avenue,,Boston,MA,02118,353185.0,42.314887464697215,-71.06682124427286
2172,V644409,2022-11-16 09:21:27,Closed,116,Unsafe Structures,25,,Peverell,ST,Dorchester,MA,02125,13,3720 Dusty Lane,,Raleigh,NC,27604,109923.0,42.31317952674961,-71.06088055316684
2173,V644312,2022-11-15 15:23:44,Closed,105.1,Failure to Obtain Permit,170, ,Saint Alphonsus,ST,Mission Hill,MA,02120,10,39 Brighton Avenue,,Boston,MA,02134,120523.0,42.33149958020328,-71.10205060511096
2174,V644308,2022-11-15 15:03:00,Closed,102.8,Maintenance,1463,1469,River,ST,Hyde Park,MA,02136,18,8 CHESTERFIELD STREET,,READVILLE,MA,02136,116450.0,42.25182963301151,-71.13119084864277
2175,V644303,2022-11-15 14:49:57,Closed,102.8,Maintenance,28,,Ashford,ST,Allston,MA,02134,21,C/O VICTORIA FUNG,85 LINDEN STREET,ALLSTON,MA,02134,5130.0,42.35463961083989,-71.12806061130631
2176,V644300,2022-11-15 14:17:54,Closed,102.8,Maintenance,1485,,River,ST,Hyde Park,MA,02136,18,C/O KIMBERLY BURKE,1485 RIVER STREET,BOSTON,MA,02136,116454.0,42.25128963381847,-71.13118085042653
2177,V644295,2022-11-15 14:04:28,Closed,105.1,Failure to Obtain Permit,296,300,Bowdoin,ST,Dorchester,MA,02125,15,344 TALBOT AV STE 204,,DORCHESTER,MA,02124,17715.0,42.307740205879504,-71.0656279927413
2178,V644234,2022-11-15 11:25:39,Closed,105.1,Failure to Obtain Permit,249,,Chelsea,ST,East Boston,MA,02128,01,249 CHELSEA STREET,,EAST BOSTON,MA,02128,30436.0,42.375949484812985,-71.031480346643
2179,V644222,2022-11-15 11:02:33,Closed,111.1,Certificate of Occupancy,344,348,Hanover,ST,Boston,MA,02113,03,344 Hanover St #1,,Boston,MA,02113,69114.0,42.36502951318352,-71.05348042157073
2180,V644210,2022-11-15 10:37:24,Closed,107.4,Failed to comply w permit term,35,,Wren,ST,West Roxbury,MA,02132,20,35 Wren Street,,West Roxbury,MA,02132,152903.0,42.28156965804916,-71.15263083014216
2181,V644171,2022-11-15 10:34:08,Closed,116,Unsafe Structures,3927,,Washington,ST,Roslindale,MA,02131,19,4006 WASHINGTON ST #101,,ROSLINDALE,MA,02131,171253.0,42.29459304646275,-71.11980000298475
2182,V644155,2022-11-15 09:57:39,Closed,116,Unsafe Structures,291,,Sumner,ST,East Boston,MA,02128,01,165 HANCOCK STREET,,BRAINTREE,MA,02184,132372.0,42.36756749257347,-71.03707137885898
2183,V644146,2022-11-15 09:21:21,Closed,3310.2,Maintenance of Means of Egress,16,,Maple,ST,West Roxbury,MA,02132,20,70 PRESENTATION ROAD,,BRIGHTON,MA,02135,89302.0,42.28727965894156,-71.1544008221199
2184,V644142,2022-11-15 09:13:49,Open,116,Unsafe Structures,29,,Boynton,ST,Jamaica Plain,MA,02130,11,17 FLETCHER ST,C/O VIRGINIA A D GRAMMER,ROSLINDALE,MA,02131,18670.0,42.305279598951856,-71.11315068868694
2185,V643997,2022-11-14 15:51:26,Closed,110.26,Working Space,34,,Appleton,ST,Boston,MA,02116,05,"867 BOYLSTON ST, 3RD FL",,BOSTON,MA,02116,4007.0,42.34580953846897,-71.07165050484282
2186,V644009,2022-11-14 15:51:08,Closed,105.1,Failure to Obtain Permit,310,,Spring,ST,West Roxbury,MA,02132,20,310 SPRING STREET,,WEST ROXBURY,MA,02132,129580.0,42.272029687367166,-71.17171089460331
2187,V643976,2022-11-14 15:00:59,Closed,4-3,Building or Use of Premise req,80,,Pleasant,ST,Dorchester,MA,02125,13,78 PLEASANT ST,,DORCHESTER,MA,02125,111257.0,42.313059524619945,-71.05874054887828
2188,V643870,2022-11-14 10:59:53,Closed,105.1,Failure to Obtain Permit,80,,Pleasant,ST,Dorchester,MA,02125,13,78 PLEASANT ST,,DORCHESTER,MA,02125,111257.0,42.313059524619945,-71.05874054887828
2189,V643058,2022-11-08 11:23:11,Closed,116,Unsafe Structures,120,,Train,ST,Dorchester,MA,02122,16,81 Birch Street,Unit 107,Abington,MA,02351,136508.0,42.29182951880964,-71.05352058491547
2190,V642419,2022-11-03 15:16:11,Open,907.8,Fire Protection Systems,27,,Nay,ST,East Boston,MA,02128,01,94 CONDOR ST,,BOSTON,MA,02128,167991.0,42.38306400433286,-71.0379704075235
2191,V642410,2022-11-03 13:51:39,Closed,116,Unsafe Structures,51,,Sawyer,AVE,Dorchester,MA,02125,13,51 SAWYER AV,,DORCHESTER,MA,02125,123536.0,42.31210952637333,-71.06044055492166
2192,V640606,2022-11-03 10:56:04,Closed,1804.2,Underpinning,266,,Princeton,ST,East Boston,MA,02128,01,140 SOUTH STREET,,RANDOLPH,MA,02368,113277.0,42.37991948277923,-71.03004033538606
2193,V640606,2022-11-03 10:56:04,Closed,105.1,Failure to Obtain Permit,266,,Princeton,ST,East Boston,MA,02128,01,140 SOUTH STREET,,RANDOLPH,MA,02368,113277.0,42.37991948277923,-71.03004033538606
2194,V641868,2022-11-01 11:45:22,Closed,105.1,Failure to Obtain Permit,10,99,Robey,ST,Dorchester,MA,02125,08,99 ROBEY,,DORCHESTER,MA,02125,117289.0,42.32072953713699,-71.0689305553278
2195,V641851,2022-11-01 10:38:37,Closed,105.1,Failure to Obtain Permit,37,,Haydn,ST,Roslindale,MA,02131,20,37 HAYDN ST,,ROSLINDALE,MA,02131,72106.0,42.27842964114581,-71.13960080879302
2196,V641839,2022-11-01 10:25:54,Closed,105.1,Failure to Obtain Permit,93,,Northdale,RD,West Roxbury,MA,02132,20,93 NORTHDALE RD,,WEST ROXBURY,MA,02132,103835.0,42.26944968115644,-71.16689089077612
2197,V641805,2022-11-01 09:18:12,Closed,110.5,Inspections,37,,Hollander,ST,Dorchester,MA,02121,12,37 HOLLANDER ST,,DORCHESTER,MA,02121,74629.0,42.31593956610876,-71.08979061189137
2198,V641692,2022-10-31 15:25:32,Closed,116,Unsafe Structures,26,,Fessenden,ST,Mattapan,MA,02126,18,26 FESSENDEN ST,,MATTAPAN,MA,02126,57709.0,42.27865957330414,-71.09178069980769
2199,V641632,2022-10-31 12:29:21,Closed,105.1,Failure to Obtain Permit,124,,Spring,ST,West Roxbury,MA,02132,20,124 SPRING ST,,WEST ROXBURY,MA,02132,129537.0,42.27647967787613,-71.16558087256342
2200,V641607,2022-10-31 11:26:04,Closed,105.1,Failure to Obtain Permit,124,,Spring,ST,West Roxbury,MA,02132,20,124 SPRING ST,,WEST ROXBURY,MA,02132,129537.0,42.27647967787613,-71.16558087256342
2201,V641570,2022-10-31 10:28:11,Closed,116,Unsafe Structures,687,,Morton,ST,Mattapan,MA,02126,14,36 Fairway Circle,,Natick,MA,01760,97764.0,42.28448957320786,-71.09255068942885
2202,V641544,2022-10-31 09:22:16,Open,116,Unsafe Structures,63,,Woolson,ST,Mattapan,MA,02126,14,22 GREENDALE RD,,MATTAPAN,MA,02126,152154.0,42.28081956926001,-71.08897068891493
2203,V640594,2022-10-25 14:33:50,Closed,105.1,Failure to Obtain Permit,266,,Princeton,ST,East Boston,MA,02128,01,140 SOUTH STREET,,RANDOLPH,MA,02368,113277.0,42.37991948277923,-71.03004033538606
2204,V640442,2022-10-25 09:10:17,Closed,102.8,Maintenance,98,,Mount Vernon,ST,Boston,MA,02108,05,98 Mount Vernon St,,Boston,MA,02108,98802.0,42.35780953425319,-71.0690604721045
2205,V640293,2022-10-24 15:41:12,Closed,102.8,Maintenance,96,,Mount Vernon,ST,Boston,MA,02108,05,96 MOUNT VERNON ST,,BOSTON,MA,02108,98779.0,42.35780953388532,-71.0689604722894
2206,V640286,2022-10-24 15:15:50,Closed,105.1,Failure to Obtain Permit,85,,Como,RD,Hyde Park,MA,02136,18,85 COMO RD,,HYDE PARK,MA,02136,41543.0,42.24132969105714,-71.14157088368175
2207,V640272,2022-10-24 14:47:59,Closed,907.8,Fire Protection Systems,27,,Nay,ST,East Boston,MA,02128,01,94 CONDOR ST,,BOSTON,MA,02128,167991.0,42.38306400433286,-71.0379704075235
2208,V632306,2022-10-24 10:15:10,Closed,116,Unsafe Structures,315,315A,Meridian,ST,East Boston,MA,02128,01,"(Page Gural, Esq, Resident Agent)","100 High Street, Suite 2500",Boston,MA,02110,94462.0,42.37754149386794,-71.03899436091399
2209,V624735,2022-10-24 10:00:29,Closed,102.8,Maintenance,53,,Telegraph,ST,South Boston,MA,02127,07,53 TELEGRAPH STREET,,SOUTH BOSTON,MA,02127,134022.0,42.33280950913978,-71.04868048303862
2210,V616537,2022-10-24 09:52:07,Closed,116,Unsafe Structures,64,,Everett,ST,East Boston,MA,02128,01,64 EVERETT STREET,,EAST BOSTON,MA,02128,55168.0,42.36793949050252,-71.03541037372953
2211,V616007,2022-10-24 09:39:11,Closed,105.1,Failure to Obtain Permit,956,,Saratoga,ST,East Boston,MA,02128,01,15 Peabody Street,,Stoneham,MA,02180,122889.0,42.38698945536517,-71.00897027290625
2212,V625686,2022-10-24 09:28:52,Closed,102.8,Maintenance,237,243,Faneuil,ST,Brighton,MA,02135,22,103 COMMONWEALTH AVE,,CHESTNUT HILL,MA,02467,56190.0,42.35288965364874,-71.16011068790274
2213,V623736,2022-10-24 09:19:50,Closed,Article 4 Section 4-3,No use of premises permit:,180,,Kennebec,ST,Mattapan,MA,02126,18,C/O TED T TURNER,180 KENNEBEC ST,MATTAPAN,MA,02126,81124.0,42.27299959378318,-71.10591074456933
2214,V623811,2022-10-24 09:04:41,Closed,Article 4 Section 4-3,No use of premises permit:,173,,Kennebec,ST,Mattapan,MA,02126,18,173 KENNEBEC ST,,MATTAPAN,MA,02126,81123.0,42.27343959348519,-71.1061107442785
2215,V639861,2022-10-21 12:51:52,Closed,116,Unsafe Structures,1558,,Tremont,ST,Mission Hill,MA,02120,10,223 HARVARD AVE.,,BOSTON,MA,02134,137244.0,42.33269857093018,-71.10123268837489
2216,V639805,2022-10-21 10:54:23,Closed,1012.6,Landings,232,,Old Colony,AV,South Boston,MA,02127,07,232 Old Colony Avenue,Unit 504,South Boston,MA,02127,105081.0,42.33231267252389,-71.05329666574964
2217,V639670,2022-10-20 13:31:05,Closed,116,Unsafe Structures,100,,Smith,ST,Mission Hill,MA,02120,10,170 NEWBURY ST,,BOSTON,MA,02116,419262.0,42.33405060707396,-71.1003450926709
2218,V639407,2022-10-19 15:39:31,Closed,105.1,Failure to Obtain Permit,1,3,Clifton,ST,Roxbury,MA,02119,08,330 ADAMS ST,,QUINCY,MA,02169,33990.0,42.323737539891454,-71.07121355348981
2219,V639396,2022-10-19 12:53:34,Closed,105.1,Failure to Obtain Permit,4,,Sargent,ST,Dorchester,MA,02125,13,4 SARGENT ST,,DORCHESTER,MA,02125,122952.0,42.31724954477895,-71.0739905736341
2220,V639047,2022-10-19 09:39:52,Closed,102.8,Maintenance,23,,Peverell,ST,Dorchester,MA,02125,13,23 PEVERELL,,DORCHESTER,MA,02125,109921.0,42.31324952742578,-71.06098055338416
2221,V639288,2022-10-19 08:54:49,Closed,116,Unsafe Structures,13,,Mountfair,TE,Hyde Park,MA,02136,18,2729 TRINIDAD ST,,SARASOTA,FL,34231,99123.0,42.25039961743718,-71.12011082713899
2222,V639146,2022-10-18 15:25:19,Closed,105.1,Failure to Obtain Permit,1612,,Columbia,RD,South Boston,MA,02127,07,"500 Commercial STREET, Unit Ste 4R",,BOSTON,MA,02109-5577,35096.0,42.32987949348814,-71.03711046339
2223,V639028,2022-10-18 15:00:15,Closed,102.8,Maintenance,196,198,N,ST,South Boston,MA,02127,07,196 N Street,,South Boston,MA,02127,167979.0,42.33169107182032,-71.03102941222296
2224,V639031,2022-10-18 10:13:04,Closed,102.8,Maintenance,128,,Cushing,AV,Dorchester,MA,02125,13,128 Cushing Avenue,Unit 2,Dorchester,MA,02125,45123.0,42.31303952787488,-71.061180554535
2225,V638964,2022-10-18 09:32:48,Closed,102.8,Maintenance,266,270,Hyde Park,AV,Jamaica Plain,MA,02130,19,94 GRAYMORE ROAD,,WALTHAM,MA,02451-2202,77287.0,42.29228960675795,-71.11753072794525
2226,V638845,2022-10-17 15:54:26,Closed,102.8,Maintenance,130,,Cushing,AVE,Dorchester,MA,02125,13,130 Cushing Avenue,Unit 1,Dorchester,MA,02125,45128.0,42.3129795276086,-71.06105055461983
2227,V638838,2022-10-17 14:26:21,Closed,107.4,Failed to comply w permit term,67,,Dartmouth,ST,Boston,MA,02116,04,67 Dartmouth Street,Unit 3,Boston,MA,02116,46523.0,42.34491954311508,-71.07452051314073
2228,V638757,2022-10-17 11:06:17,Closed,907.8,Fire Protection Systems,27,,Nay,ST,East Boston,MA,02128,01,27 NAY ST,,EAST BOSTON,MA,02128,167991.0,42.38306400433286,-71.0379704075235
2229,V638189,2022-10-13 15:24:33,Closed,116,Unsafe Structures,348,,Park,ST,Dorchester,MA,02124,17,348 PARK ST,,DORCHESTER,MA,02124,107345.0,42.29634953857544,-71.0682506080166
2230,V637885,2022-10-13 14:58:52,Closed,1030.1,Emergency Escape & Rescue,163,,Marlborough,ST,Boston,MA,02116,05,"715 BOYLSTON ST, FL 2",,BOSTON,MA,02116,167427.0,42.35290171573897,-71.07917777324083
2231,V638182,2022-10-13 14:36:18,Closed,116,Unsafe Structures,48,,Edson,ST,Dorchester,MA,02124,17,48 EDSON ST,,DORCHESTER,MA,02124,51346.0,42.285880552499066,-71.07734165193116
2232,V637627,2022-10-11 15:57:01,Closed,105.1,Failure to Obtain Permit,28,30,Brooks,ST,Brighton,MA,02135,22,28 BROOKS ST,,BRIGHTON,MA,02135,22391.0,42.35643365511984,-71.16204268398354
2233,V637621,2022-10-11 15:09:30,Closed,105.1,Failure to Obtain Permit,92,,Lawrence,AV,Dorchester,MA,02121,14,C/O HERION KARBUMARA,90 92 LAWRENCE AVE,DORCHESTER,MA,02121,354243.0,42.31128001368678,-71.07537722849638
2234,V636963,2022-10-07 14:52:42,Closed,110.5,Inspections,99,,Columbia,RD,Dorchester,MA,02121,14,2 Powellton Road,Unit 2,Dorchester,MA,02121,163563.0,42.30478707575633,-71.08087775805319
2235,V637160,2022-10-07 09:07:45,Closed,105.1,Failure to Obtain Permit,262,,Havre,ST,East Boston,MA,02128,01,262 HAVRE ST,,EAST BOSTON,MA,02128,71448.0,42.37586948862008,-71.03503035482152
2236,V637015,2022-10-06 15:33:35,Open,116,Unsafe Structures,43,,Bushnell,ST,Dorchester,MA,02124,16,43 BUSHNELL ST,,DORCHESTER,MA,02124,24202.0,42.284359532903856,-71.06318062254803
2237,V637004,2022-10-06 14:55:39,Closed,116,Unsafe Structures,80,,Smith,ST,Mission Hill,MA,02120,10,C/O WESTON ASSOCIATES INC,170 NEWBURY St,BOSTON,MA,02116,419263.0,42.33374853687716,-71.09944259345004
