_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
2238,V636788,2022-10-05 14:59:33,Closed,3310.2,Maintenance of Means of Egress,755,,Boylston,ST,Boston,MA,02116,05,C/O HEATH PROPERTIES,74 CLARENDON ST SUITE A,BOSTON,MA,02116,18389.0,42.3493795507894,-71.08110051807778
2239,V636770,2022-10-05 13:14:52,Closed,3310.2,Maintenance of Means of Egress,443,,Boylston,ST,Boston,MA,02116,05,50 FEDERAL ST #1000,,BOSTON,MA,02110,18328.0,42.35156053991056,-71.07302249537928
2240,V636765,2022-10-05 12:50:58,Closed,116,Unsafe Structures,77,85,Liverpool,ST,East Boston,MA,02128,01,831  BEACON ST STE 205,,NEWTON CENTRE,MA,02549,86832.0,42.37195837073035,-71.04085188072058
2241,V569928,2022-10-03 11:11:24,Closed,114.2,Notice of Violation,521,,Fifth,ST,South Boston,MA,02127,06,"521 East Fith St, Unit #1",,South Boston,MA,02127,57844.0,42.33372949682661,-71.03956045948638
2242,V623142,2022-10-03 10:54:08,Closed,104.6,Right of Entry,23,25,Monastery,RD,Brighton,MA,02135,21,C/O ERIC SUN,26 CUTTER AVE,SOMERVILLE,MA,02144,96339.0,42.345485638217376,-71.14703267418327
2243,V623052,2022-10-03 10:48:57,Closed,115.3,Unlawful Continuance,112,,Sawyer,AVE,Dorchester,MA,02125,13,188 WHITING ST #10,,HINGHAM,MA,02043,123515.0,42.31355953077751,-71.06357055830678
2244,V623030,2022-10-03 10:44:48,Closed,115.3,Unlawful Continuance,110,,Sawyer,AVE,Dorchester,MA,02125,13,188 WHITING ST #10,,HINGHAM,MA,02043,123514.0,42.31346953120926,-71.06362055905903
2245,V636117,2022-10-03 10:13:06,Closed,1001.3.2,Testing & Certification,11,,Greenwich,PK,Roxbury,MA,02118,04,11 GREENWICH PK,C/O MICHELLE EVANS,BOSTON,MA,02118,66754.0,42.34259954943515,-71.08017053193001
2246,V569948,2022-10-03 09:20:29,Closed,105.1,Failure to Obtain Permit,521,,Fifth,ST,South Boston,MA,02127,06,"521 East Fith St, Unit #1",,Soith Boston,MA,02127,57844.0,42.33372949682661,-71.03956045948638
2247,V557021,2022-10-03 09:13:32,Open,104.6,Right of Entry,80,,F,ST,South Boston,MA,02127,06,80 F STREET,,SOUTH BOSTON,MA,02127,55453.0,42.33534951024605,-71.0497304793447
2248,V622476,2022-10-03 09:10:16,Closed,107.4,Failed to comply w permit term,147,,West,ST,Hyde Park,MA,02136,18,749 Hyde Park Ave,,Roslindale,MA,02131,147887.0,42.26225961844809,-71.12258080656382
2249,V624624,2022-10-03 09:06:07,Closed,116,Unsafe Structures,56,,Eagle,ST,East Boston,MA,02128,01,16 FIELD RD,,LEOMINSTER,MA,01453,50764.0,42.38150949195635,-71.03741034771505
2250,V635804,2022-09-30 15:12:17,Closed,107.4,Failed to comply w permit term,262,,Commonwealth,AV,Boston,MA,02116,05,118 MILK STREET,,BOSTON,MA,02109,39873.0,42.350116340355136,-71.08337342787652
2251,V635792,2022-09-30 13:08:46,Open,105.1,Failure to Obtain Permit,24,,Walton,ST,Dorchester,MA,02124,17,812 MORTON ST,,MATTAPAN,MA,02126,170921.0,42.28767561361867,-71.07032605562563
2252,V635788,2022-09-30 12:28:21,Closed,116,Unsafe Structures,291,,Sumner,ST,East Boston,MA,02128,01,291 Sumner ST,,EAST BOSTON,MA,02128,132372.0,42.36756749257347,-71.03707137885898
2253,V635753,2022-09-30 10:23:59,Closed,107.4,Failed to comply w permit term,390,,Chelsea,ST,East Boston,MA,02128,01,C/O GREAT CHEF,38 TURNING MILL LANE,QUINCY,MA,02169,30539.0,42.37946147998535,-71.02789333099804
2254,V635607,2022-09-29 15:52:22,Closed,105.1,Failure to Obtain Permit,793,,Fourth,ST,South Boston,MA,02127,06,32 APPLETON ST #2,,BOSTON,MA,02116,59991.0,42.334659486398174,-71.03188044087335
2255,V625763,2022-09-29 15:29:01,Closed,105.1,Failure to Obtain Permit,180,,Saint Alphonsus,ST,Mission Hill,MA,02120,10,39 Brighton Avenue,,Allston,MA,02134,120528.0,42.33112958075493,-71.10240060661492
2256,V625748,2022-09-29 15:26:34,Open,105.1,Failure to Obtain Permit,91,,Hillside,ST,Mission Hill,MA,02120,10,39 Brighton Avenue,,Allston,MA,02134,74278.0,42.33082558271656,-71.10361061009797
2257,V635258,2022-09-28 10:55:22,Open,104.6,Right of Entry,4,,Wellington Hill,ST,Mattapan,MA,02126,14,1542 Columbus Ave,,Roxbury,MA,02119,147523.0,42.27938957533597,-71.09351070284735
2258,V635086,2022-09-27 15:09:52,Closed,105.1,Failure to Obtain Permit,21,,Marshfield,ST,Roxbury,MA,02119,08,21 MARSHFIELD STREET,,ROXBURY,MA,02119,91698.0,42.32261953811818,-71.06939055148847
2259,V635049,2022-09-27 13:06:08,Open,105.1,Failure to Obtain Permit,49,,Woolson,ST,Mattapan,MA,02126,14,49 WOOLSON STREET,,MATTAPAN,MA,02126,152144.0,42.28123957021994,-71.08985068980125
2260,V622404,2022-09-27 11:41:53,Closed,9.1.22,Installation Instructions,5,21,Hale,ST,Hyde Park,MA,02136,18,17 HALE STREET,,HYDE PARK,MA,02136,341120.0,42.25873902001601,-71.12889044201567
2261,V634988,2022-09-27 09:48:02,Closed,116,Unsafe Structures,51,,Shirley,ST,Roxbury,MA,02119,08,51 SHIRLEY STREET,,ROXBURY,MA,02119,127211.0,42.32383954011259,-71.07122055259693
2262,V634649,2022-09-27 08:22:03,Open,105.1,Failure to Obtain Permit,41,,Parker Hill,AV,Mission Hill,MA,02120,10,1674 BEACON STREET APT. 2,C/O HILLWAY REALTY GROUP,BROOKLINE,MA,02446,107992.0,42.33169359078276,-71.10979262213793
2263,V634918,2022-09-27 07:57:26,Open,111.1,Certificate of Occupancy,450,,Harrison,AV,Roxbury,MA,02118,03,530 HARRISON AV,,BOSTON,MA,02118,69840.0,42.34269952948891,-71.06495049752515
2264,V634798,2022-09-26 14:12:01,Closed,110.5,Inspections,158,,Saint Botolph,ST,Boston,MA,02115,04,C/O CITI PROPERTIES,530 HARRISON AVE,BOSTON,MA,02118,120715.0,42.34301955323935,-71.08277053528387
2265,V634796,2022-09-26 13:48:05,Closed,105.6,Suspension or Revocation,164,,Saint Botolph,ST,Boston,MA,02115,04,530 HARRISON AV,C/O GTI PROPERTIES,BOSTON,MA,02118,120724.0,42.34289955357707,-71.0829405366721
2266,V634737,2022-09-26 11:45:16,Closed,105.6,Suspension or Revocation,162,,Saint Botolph,ST,Boston,MA,02115,04,530 HARRISON AVE,C/O GTI PROPERTIES,BOSTON,MA,02118,120723.0,42.34293955398043,-71.08289053663529
2267,V634728,2022-09-26 11:26:10,Closed,105.6,Suspension or Revocation,158,,Saint Botolph,ST,Boston,MA,02115,04,530 HARRISON AVE,C/O GTI PROPERTIES,BOSTON,MA,02118,120715.0,42.34301955323935,-71.08277053528387
2268,V634726,2022-09-26 11:12:04,Closed,116,Unsafe Structures,127,,Harrishof,ST,Dorchester,MA,02121,12,8 Gianna Drive,,SAUGUS,MA,01906,69721.0,42.31722956566507,-71.0895106090607
2269,V634662,2022-09-26 09:40:33,Closed,105.1,Failure to Obtain Permit,239,,Foster,ST,Brighton,MA,02135,22,c/o Tatyana Shcherban,66 Summer St,WESTBOROUGH,MA,01581,59634.0,42.342729654119125,-71.15875070738159
2270,V634642,2022-09-26 09:13:39,Open,9-9.13,Reg. Access to Roof Areas,41,,Parker Hill,AV,Mission Hill,MA,02120,10,C/O HILLWAY REALTY GROUP,1674 BEACON STREET APT. 2,BROOKLINE,MA,02486,107992.0,42.33169359078276,-71.10979262213793
2271,V632026,2022-09-26 08:43:31,Closed,1001.3.2,Testing & Certification,165,,Cottage,ST,East Boston,MA,02128,01,165 COTTAGE ST,,EAST BOSTON,MA,02128,43407.0,42.36995948573438,-71.03250036277606
2272,V634622,2022-09-26 08:41:31,Open,102.8,Maintenance,41,,Parker Hill,AV,Mission Hill,MA,02120,10,C/O HILLWAY REALTY GROUP,1674 BEACON STREET APT. 2,BROOKLINE,MA,02486,107992.0,42.33169359078276,-71.10979262213793
2273,V634340,2022-09-26 08:01:55,Open,116,Unsafe Structures,630,,Centre,ST,Jamaica Plain,MA,02130,19,C/O MICHAEL KELLY,2630 CENTRE STREET,WEST ROXBURY,MA,02132,28145.0,42.31376959835823,-71.11383067054705
2274,V634341,2022-09-23 15:49:01,Closed,116,Unsafe Structures,1740,1738,Washington,ST,Roxbury,MA,02118,08,434 HARRISON AV,,BOSTON,MA,02118,144420.0,42.33654954613815,-71.07641053625485
2275,V634317,2022-09-23 12:09:53,Closed,102.8,Maintenance,63,,Melcher,ST,Boston,MA,02210,06,"100 FEDERAL STREET, 20TH FLOOR",,BOSTON,MA,02110,155121.0,42.34898950966027,-71.04975044903547
2276,V634093,2022-09-23 11:12:27,Open,102.8,Maintenance,134,,Salem,ST,Boston,MA,02113,03,134 Salem Street,,Boston,MA,02113,156953.0,42.36516923263651,-71.05559991850888
2277,V634085,2022-09-22 14:43:26,Closed,102.8,Maintenance,30,,Ashford,ST,Allston,MA,02134,21,816 COMMONWEALTH AV,,NEWTON,MA,02459,5131.0,42.35465961063301,-71.12789061188585
2278,V633991,2022-09-22 12:55:01,Closed,102.8,Maintenance,45,,Crescent,AVE,Dorchester,MA,02125,13,58 GAINSBOROUGH ST,,BOSTON,MA,02115,44203.0,42.318829518103165,-71.05442052593004
2279,V634026,2022-09-22 11:36:28,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,"61 GOVE ST, APT 2",,EAST BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2280,V633966,2022-09-22 10:27:30,Closed,102.8,Maintenance,14,,Gardner,ST,Allston,MA,02134,21,1249 BEACON ST STE 1,,BROOKLINE,MA,02446,62604.0,42.35364996550248,-71.13085703874832
2281,V633943,2022-09-22 08:44:22,Closed,102.8,Maintenance,5,,Pratt,ST,Allston,MA,02134,21,54 Maple ST,,NORTHBOROUGH,MA,01532-1630,112522.0,42.35466961437562,-71.12998061591037
2282,V633840,2022-09-21 15:16:11,Closed,105.1,Failure to Obtain Permit,37,,Garden,ST,Boston,MA,02114,05,35 GARDEN,,BOSTON,MA,02114,165544.0,42.36017212204023,-71.06702235205913
2283,V633837,2022-09-21 14:57:56,Closed,1001.3.2,Testing & Certification,37,,Garden,ST,Boston,MA,02114,05,35 GARDEN,,BOSTON,MA,02114,165544.0,42.36017212204023,-71.06702235205913
2284,V633833,2022-09-21 14:32:42,Closed,105.1,Failure to Obtain Permit,37,,Garden,ST,Boston,MA,02114,05,35 GARDEN,,BOSTON,MA,02114,165544.0,42.36017212204023,-71.06702235205913
2285,V633806,2022-09-21 12:54:55,Closed,1001.3.2,Testing & Certification,72,,Revere,ST,Boston,MA,02114,05,879 BEACON ST,,BOSTON,MA,02215,115441.0,42.35942953421366,-71.06908046839703
2286,V633796,2022-09-21 12:32:09,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,68 CHELSEA ST APT 1,,E BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2287,V633760,2022-09-21 11:59:32,Closed,116,Unsafe Structures,190A,,Brighton,AV,Allston,MA,02134,21,110 ATLANTIC AV,,MARBLEHEAD,MA,01945,20107.0,42.35302961933085,-71.13390062949765
2288,V633597,2022-09-21 11:27:23,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,68 CHELSEA ST,,E BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2289,V633739,2022-09-21 09:52:38,Closed,116,Unsafe Structures,192,200,Brighton,AV,Allston,MA,02134,21,(J Krefetz Esq Agent for Service Only),1188 Centre Street,Newton,MA,02459,20108.0,42.35304961995399,-71.13417062946773
2290,V633711,2022-09-21 09:17:38,Closed,4-3,Building or Use of Premise req,11,,Emrose,TE,Dorchester,MA,02125,13,152 RUSKINDALE ROAD,,MATTAPAN,MA,02126,53785.0,42.31475954216922,-71.07256057682787
2291,V633585,2022-09-20 14:28:31,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,C/O NORMAN Z HARTFORD,68 CHELSEA STREET APT 1,EAST BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2292,V633584,2022-09-20 14:02:24,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,61 GOVE STREET APT 2,,EAST BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2293,V633581,2022-09-20 13:43:06,Closed,116,Unsafe Structures,180,190A,Brighton,AV,Allston,MA,02134,21,"61 GOVE ST, APT 2",,EAST BOSTON,MA,02128,162571.0,42.353012486241575,-71.13380123201962
2294,V633318,2022-09-19 15:11:17,Closed,105.1,Failure to Obtain Permit,63,,Homer,ST,East Boston,MA,02128,01,63 HOMER ST,,EAST BOSTON,MA,02128,74969.0,42.38141946582148,-71.01684030235651
2295,V633144,2022-09-19 09:22:46,Closed,102.8,Maintenance,47,,Cedar,ST,Boston,MA,02114,05,99 WESTCLIFF RD,,WESTON,MA,02493,26938.0,42.35940653527869,-71.06998547142139
2296,V632892,2022-09-16 14:35:11,Closed,3310.2,Maintenance of Means of Egress,260,,Commonwealth,AV,Boston,MA,02116,05,118 MILK STREET,,BOSTON,MA,02109,39860.0,42.35005955336487,-71.08331052221685
2297,V632891,2022-09-16 14:31:05,Open,1001.3.2,Testing & Certification,18,,Paris,ST,East Boston,MA,02128,01,47 CRAFTSLAND ROAD,,CHESTNUT HILL,MA,02467,106491.0,42.369769496089326,-71.04031038152338
2298,V632871,2022-09-16 12:21:17,Closed,1028.5,Access to Public Way,49,,Gray,ST,Boston,MA,02116,05,49 GRAYSON ST,,DORCHESTER,MA,02124,66074.0,42.345509539052784,-71.0720105062275
2299,V632859,2022-09-16 11:48:58,Closed,1001.3.2,Testing & Certification,6,,Phillips,ST,Boston,MA,02114,05,"88 Marlborough Street, Unit 1",,Boston,MA,02116,168722.0,42.36020935152404,-71.06660534882496
2300,V632703,2022-09-15 15:43:08,Closed,105.1,Failure to Obtain Permit,47,,Cedar,ST,Boston,MA,02114,05,99 Westcliff Road,,Weston,MA,02493,26938.0,42.35940653527869,-71.06998547142139
2301,V632681,2022-09-15 14:43:53,Closed,1001.3.2,Testing & Certification,47,,Cedar,ST,Boston,MA,02114,05,99 Westcliff Road,,Weston,MA,02493,26938.0,42.35940653527869,-71.06998547142139
2302,V632385,2022-09-15 12:33:22,Closed,1001.3.2,Testing & Certification,7,,Phillips,ST,Boston,MA,02114,05,80 CHARLES ST,,BOSTON,MA,02114,110094.0,42.36039953072328,-71.06677046049356
2303,V632388,2022-09-14 15:58:10,Closed,116,Unsafe Structures,208,,Maverick,ST,East Boston,MA,02128,01,8 ALTON PLACE UNIT 2,,BROOKLINE,MA,02446,92991.0,42.36889948957751,-71.03569037231172
2304,V632381,2022-09-14 15:13:08,Closed,105.1,Failure to Obtain Permit,53,,Gardner,ST,Allston,MA,02134,21,27 Wyman RD,,LEXINGTON,MA,02420-3237,62618.0,42.35355961169502,-71.12826061511545
2305,V632376,2022-09-14 15:05:02,Closed,105.1,Failure to Obtain Permit,769,,Columbia,RD,Dorchester,MA,02125,07,1 Crest Road,,Wellesley,MA,02482,35396.0,42.319769524265965,-71.05870053402496
2306,V632377,2022-09-14 14:49:37,Closed,102.8,Maintenance,41,,Montvale,ST,Roslindale,MA,02131,20,41 MONTVALE ST,,ROSLINDALE,MA,02131,96796.0,42.28468964646542,-71.14471080604335
2307,V632374,2022-09-14 14:37:47,Closed,105.1,Failure to Obtain Permit,6,8,Bentham,RD,Dorchester,MA,02122,15,6-8 BENTHAM RD,,DORCHESTER,MA,02122,14982.0,42.3033795322584,-71.06390058261738
2308,V632350,2022-09-14 13:21:31,Closed,1001.3.2,Testing & Certification,34,36,Charles,ST,Boston,MA,02108,05,65 CHESTNUT STREET,,BOSTON,MA,02108,29152.0,42.3570475354327,-71.07009747672795
2309,V632322,2022-09-14 12:33:09,Closed,116,Unsafe Structures,939,961,Tremont,ST,Mission Hill,MA,02118,09,1 Thompson Square,Suite 405,Charlestown,MA,02129,170452.0,42.33783111293606,-71.08353735399095
2310,V632286,2022-09-14 11:26:58,Closed,1001.3.2,Testing & Certification,117,,Park,DR,Boston,MA,02215,05,896 BEACON ST,C/O COPLEY MGNTMENT,BOSTON,MA,02215,106643.0,42.34199957221212,-71.09727057075399
2311,V632258,2022-09-14 10:17:16,Closed,107.4,Failed to comply w permit term,260,,Commonwealth,AV,Boston,MA,02116,05,118 Milk St,,Boston,MA,02109,39860.0,42.35005955336487,-71.08331052221685
2312,V632222,2022-09-14 08:36:36,Closed,102.8,Maintenance,10,,Dawes,ST,Dorchester,MA,02125,07,"10 DAWES ST, APT 3",,DORCHESTER,MA,02125,46652.0,42.31885952542248,-71.06015053980575
2313,V632112,2022-09-13 14:41:40,Closed,102.8,Maintenance,325,327,Savin Hill,AVE,Dorchester,MA,02125,13,325-327 SAVIN HILL AV,,DORCHESTER,MA,02125,123355.0,42.31265951084998,-71.04891952734863
2314,V632100,2022-09-13 14:08:36,Closed,102.8,Maintenance,495,497,Beacon,ST,Boston,MA,02115,05,134 East Howard Street,,Quincy,MA,02169,11815.0,42.35056756229342,-71.08978053488416
2315,V632043,2022-09-13 11:31:56,Open,116,Unsafe Structures,244,,Humboldt,AVE,Dorchester,MA,02121,12,9 INGLESIDE ST,,Boston,MA,02125,75998.0,42.311309567358,-71.09057062403836
2316,V631866,2022-09-12 14:29:44,Closed,1001.3.2,Testing & Certification,300,399,Faneuil Hall Marketplace,,Boston,MA,02109,03,27 Clinton St,,Boston,MA,02109,341035.0,42.360472254219225,-71.05548610350839
2317,V631864,2022-09-12 14:12:59,Closed,1001.3.2,Testing & Certification,120,122,Milk,ST,Boston,MA,02109,03,120 MILK ST,,BOSTON,MA,02109,167693.0,42.3579632757789,-71.05425325705164
2318,V631857,2022-09-12 13:42:56,Closed,105.1,Failure to Obtain Permit,7,,Stonehill,RD,Hyde Park,MA,02136,18,7 STONEHILL RD,,HYDE PARK,MA,02136,130866.0,42.25415964610329,-71.14024086548595
2319,V631507,2022-09-09 10:49:07,Closed,116,Unsafe Structures,15,,Fayette,ST,Boston,MA,02116,05,15 FAYETTE STREET UNIT 8,,BOSTON,MA,02116,56963.0,42.349177532511646,-71.06716648727148
2320,V631199,2022-09-07 15:09:47,Closed,102.8,Maintenance,660,662,Washington,ST,Dorchester,MA,02124,17,10 Warner Street,,Dorchester,MA,02124,146135.0,42.28874954334131,-71.07089063030027
2321,V614768,2022-09-07 15:08:49,Closed,1001.3.2,Testing & Certification,265,275,Dartmouth,ST,Boston,MA,02116,05,155 FEDERAL STREET,,BOSTON,MA,02110,46340.0,42.350739545483336,-71.07729050602516
2322,V631175,2022-09-07 13:50:48,Closed,102.8,Maintenance,6,,Sanford,ST,Mattapan,MA,02126,17,6 SANFORD ST,,MATTAPAN,MA,02126,122308.0,42.27388954407586,-71.07074066354755
2323,V631097,2022-09-07 11:09:21,Open,102.8,Maintenance,215,233,Blue Hill,AV,Roxbury,MA,02119,12,1215 BLUE HILL AV,,MATTAPAN,MA,02126,16371.0,42.316916847830896,-71.07828017442193
2324,V631041,2022-09-07 09:41:36,Closed,102.8,Maintenance,50,,Homes,AVE,Dorchester,MA,02122,15,50 HOMES AV,,DORCHESTER,MA,02122,75043.0,42.30305953906011,-71.0691305942344
2325,V630769,2022-09-06 08:08:38,Closed,107.4,Failed to comply w permit term,16,,Highgate,ST,Allston,MA,02134,21,320 WASHINGTON ST STE 3FF,,BROOKLINE,MA,02445,166220.0,42.3553827030024,-71.13172710466631
2326,V630114,2022-09-02 11:44:12,Closed,116,Unsafe Structures,161,,Leyden,ST,East Boston,MA,02128,01,"C/O SENNE PROP MGMT, JACQUELINE MELENDEZ",1 LEWIS WHARF,BOSTON,MA,02110,85759.0,42.38869647131581,-71.00556044306367
2327,V630104,2022-09-02 11:13:21,Closed,105.1,Failure to Obtain Permit,44,,Pratt,ST,Allston,MA,02134,21,252 Waverly Ave,,Newton,MA,02458,112516.0,42.35537961026286,-71.12753060848918
2328,V630030,2022-09-02 08:51:25,Closed,116,Unsafe Structures,28,30,Linden,ST,Allston,MA,02134,21,473 WALTHAM STREET,,NEWTON,MA,02465,86421.0,42.35470061414962,-71.13028061608014
2329,V629144,2022-08-31 15:02:32,Closed,105.1,Failure to Obtain Permit,1476,1478,Dorchester,AV,Dorchester,MA,02122,16,14 BLOOMFIELD STREET,,DORCHESTER,MA,02124,48330.0,42.30015582341987,-71.06003325159936
2330,V628530,2022-08-30 09:06:50,Closed,105.1,Failure to Obtain Permit,603,605,Walk Hill,ST,Mattapan,MA,02126,18,603 605 Walk Hill ST,,MATTAPAN,MA,02126,141673.0,42.28122958218172,-71.09824070815304
2331,V627294,2022-08-25 14:52:16,Open,105.1,Failure to Obtain Permit,157,,Maverick,ST,East Boston,MA,02128,01,10 Hillside Avenue,,Lincoln,RI,02865,92960.0,42.369659492882185,-71.03814037612392
2332,V627204,2022-08-25 14:31:05,Closed,102.8,Maintenance,220,,Clarendon,ST,Boston,MA,02116,05,"1 BURLINGTON WOODS DR, STE 100",,BURLINGTON,MA,01803,163461.0,42.35121498603888,-71.07564494132356
2333,V627209,2022-08-25 09:52:01,Closed,314.25,Covers & Canopies,1783,1785,Centre,ST,West Roxbury,MA,02132,20,120 UNIVERSITY AVE #2113,,WESTWOOD,MA,02090,27720.0,42.28768746962622,-71.15210504303427
2334,V626803,2022-08-23 13:34:19,Closed,102.8,Maintenance,755,,Tremont,ST,Roxbury,MA,02118,04,755 TREMONT,,BOSTON,MA,02118,137950.0,42.34011954948736,-71.0793805351948
2335,V626795,2022-08-23 13:23:33,Closed,102.8,Maintenance,17,,Court,ST,Boston,MA,02108,03,17 COURT ST,,BOSTON,MA,02108,163942.0,42.35928020368621,-71.05835327784239
2336,V626761,2022-08-23 12:12:00,Closed,116,Unsafe Structures,38,,Bellevue,ST,Dorchester,MA,02125,15,38 BELLEVUE,,DORCHESTER,MA,02125,13863.0,42.310019536360464,-71.06778057640591
2337,V626756,2022-08-23 11:52:02,Closed,116,Unsafe Structures,280,282,Sumner,ST,East Boston,MA,02128,01,280 SUMNER ST,,E BOSTON,MA,02128,132362.0,42.36793949231989,-71.0371603781137
2338,V626712,2022-08-23 10:14:39,Closed,1001.3.2,Testing & Certification,153,155,Maverick,ST,East Boston,MA,02128,01,33 KENNARD STREET,,MALDEN,MA,02148,92957.0,42.36969949299116,-71.03821037671383
2339,V626706,2022-08-23 09:57:21,Closed,3310.2,Maintenance of Means of Egress,153,155,Maverick,ST,East Boston,MA,02128,01,31 KENNARD STREET,,MALDEN,MA,02148,92957.0,42.36969949299116,-71.03821037671383
2340,V626702,2022-08-23 09:41:31,Open,105.1,Failure to Obtain Permit,153,155,Maverick,ST,East Boston,MA,02128,01,31 KENNARD STREET,,MALDEN,MA,02148,92957.0,42.36969949299116,-71.03821037671383
2341,V626561,2022-08-22 15:45:52,Closed,116,Unsafe Structures,25,41,Carney,CT,Charlestown,MA,02129,02,52 Chauncy St,,Boston,M,02111,341433.0,42.37954546676999,-71.05976124748042
2342,V626519,2022-08-22 11:32:24,Closed,105.1,Failure to Obtain Permit,132,,Hazleton,ST,Mattapan,MA,02126,14,132 HAZLETON ST,,MATTAPAN,MA,02126,72246.0,42.282259581742025,-71.09833070770192
2343,V626482,2022-08-22 10:13:35,Closed,901.2,Fire Protection Systems,24,,Washington,ST,Dorchester,MA,02121,14,18-24 WASHINGTON STREET,,DORCHESTER,MA,02121,454220.0,42.30767043860238,-71.08238885518905
2344,V625901,2022-08-17 13:34:31,Closed,105.1,Failure to Obtain Permit,3,,Wooddale,AV,Mattapan,MA,02126,18,3 WOODDALE AVE,,MATTAPAN,MA,02126,151498.0,42.27623956714191,-71.0874406964533
2345,V625890,2022-08-17 12:11:48,Closed,116,Unsafe Structures,975,,Dorchester,AVE,Dorchester,MA,02125,13,975 DORCHESTER AV #3,,DORCHESTER,MA,02125,48807.0,42.31753952150184,-71.05698053476779
2346,V625888,2022-08-17 12:09:43,Open,116,Unsafe Structures,14,,Custer,ST,Jamaica Plain,MA,02130,11,1 FANEUIL HALL MARKET PLACE 3RD FLOOR,,BOSTON,MA,02109,45218.0,42.30732960297977,-71.11630069165037
2347,V625885,2022-08-17 11:55:36,Open,102.8,Maintenance,45,51,Harrison Archways,,Roxbury,MA,02118,08,125A  Amory St,,BOSTON,MA,02119,341529.0,42.33957487597932,-71.07016304523943
2348,V625884,2022-08-17 11:21:46,Closed,1001.3.2,Testing & Certification,771,,Broadway,,South Boston,MA,02127,06,C/O DAVID YOUNGERS,771 EAST BROADWAY UNIT A,SOUTH BOSTON,MA,02127,21179.0,42.33546748975727,-71.03431644427319
2349,V625882,2022-08-17 11:18:12,Closed,102.8,Maintenance,37,,Cooper,ST,Boston,MA,02113,03,36 STRAWBERRY HILL ST,,DOVER,MA,02030,42412.0,42.36453951810898,-71.05700042948844
2350,V625877,2022-08-17 11:01:45,Closed,105.1,Failure to Obtain Permit,61,,Oakland,ST,Brighton,MA,02135,22,61 Oakland STREET,,BRIGHTON,MA,02135,104763.0,42.35124965157808,-71.1582506862433
2351,V625858,2022-08-17 10:26:07,Closed,1001.3.2,Testing & Certification,37,,Cooper,ST,Boston,MA,02113,03,36 STRAWBERRY HILL ST,,DOVER,MA,02030,42412.0,42.36453951810898,-71.05700042948844
2352,V625854,2022-08-17 09:37:35,Closed,3307.1,Protection of Adj. Property,138,140,Nonantum,ST,Brighton,MA,02135,22,204 TEMPLE ST,,WEST ROXBURY,MA,02132,102982.0,42.34993367176908,-71.17341672357267
2353,V625836,2022-08-17 08:21:20,Closed,105.1,Failure to Obtain Permit,3,,Howes,ST,Dorchester,MA,02125,13,1451 TREMONT ST,,BOSTON,MA,02120,75693.0,42.31793952114696,-71.0570605341208
2354,V625732,2022-08-16 14:51:00,Closed,102.8,Maintenance,979,,Dorchester,AVE,Dorchester,MA,02125,13,979 DORCHESTER AV UNIT 2,,BOSTON,MA,02125,48809.0,42.31742952183651,-71.05694053480988
2355,V625745,2022-08-16 13:15:24,Closed,102.8,Maintenance,106,,Selden,ST,Mattapan,MA,02126,18,106 WEST SELDEN STREET,,MATTAPAN,MA,02126,124948.0,42.27724956463184,-71.08575069008317
2356,V625700,2022-08-16 09:32:46,Closed,102.8,Maintenance,932,,Fourth,ST,South Boston,MA,02127,06,755 E BROADWAY,,BOSTON,MA,02127,60120.0,42.33509947883983,-71.02567042527507
2357,V625677,2022-08-16 08:06:09,Closed,102.8,Maintenance,337,,Newbury,ST,Boston,MA,02115,05,BMP4500 250 H STREET,,BLAIN,WA,98230,101559.0,42.34869955825442,-71.08667053124523
2358,V625675,2022-08-16 07:59:52,Closed,105.1,Failure to Obtain Permit,23,25,Newcastle,RD,Brighton,MA,02135,22,23 NEWCASTLE ROAD,,BRIGHTON,MA,02135,102008.0,42.35393665344107,-71.16038568632635
2359,V625589,2022-08-15 15:39:58,Closed,105.1,Failure to Obtain Permit,33,,Sudan,ST,Dorchester,MA,02125,13,201 MIDDLE ST,,BRAINTREE,MA,02184,131735.0,42.31646951925018,-71.05512053356755
2360,V625556,2022-08-15 11:47:38,Closed,1001.3.2,Testing & Certification,691,,Seventh,ST,South Boston,MA,02127,07,691 EAST SEVENTH STREET,,SOUTH BOSTON,MA,02127,125513.0,42.33221948702443,-71.03259044736427
