_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
3738,V528902,2020-12-07 14:41:02,Closed,105.1,Failure to Obtain Permit,354,,Sumner,ST,East Boston,MA,02128,01,40 EVERETT STREET,,EAST BOSTON,MA,02128,132416.0,42.36696948922823,-71.03501037566248
3739,V528895,2020-12-07 13:13:06,Closed,110.1,Inspections,106,,Clare,AV,Hyde Park,MA,02136,18,13 WEBSTER STREET,,HYDE PARK,MA,02136,32907.0,42.27444961187968,-71.11863077037579
3740,V528891,2020-12-07 13:00:05,Closed,116.1,Unsafe and Dangerous,106,,Clare,AV,Hyde Park,MA,02136,18,13 WEBSTER STREET,,HYDE PARK,MA,02136,32907.0,42.27444961187968,-71.11863077037579
3741,V528880,2020-12-07 11:40:39,Closed,116.1,Unsafe and Dangerous,100,,Mount Pleasant,AV,Roxbury,MA,02119,08,11 EDGEWATER DRIVE,,DOVER,MA,02030,98371.0,42.325535548361024,-71.07741456295089
3742,V528870,2020-12-07 10:13:06,Closed,116.1,Unsafe and Dangerous,49,,Hobart,ST,Brighton,MA,02135,22,110 HAWTHORN AV,,NEEDHAM,MA,02492,74360.0,42.35514965186834,-71.15964068081291
3743,V528718,2020-12-04 11:06:48,Closed,116.1,Unsafe and Dangerous,21,,Wallingford,RD,Brighton,MA,02135,21,260 COMMONWEALTH AV,,NEWTON,MA,02467,141839.0,42.3417396447034,-71.15129069218467
3744,V528693,2020-12-04 09:06:40,Closed,105.1,Failure to Obtain Permit,756,,Blue Hill,AV,Dorchester,MA,02121,14,1542 COLUMBUS AV STE 2,,BOSTON,MA,02119,441876.0,42.29903099471305,-71.08613021960528
3745,V528603,2020-12-03 14:07:46,Closed,116.1,Unsafe and Dangerous,581,,Massachusetts,AV,Roxbury,MA,02118,09,770 BOYLSTON ST #8-I,,BOSTON,MA,02199,92441.0,42.3373655489387,-71.07841353965269
3746,V528602,2020-12-03 11:57:15,Closed,107.4,Failed to comply w permit term,218,,Wren,ST,West Roxbury,MA,02132,20,218 WREN STREET,,WEST ROXBURY,MA,02132,152894.0,42.27784064942242,-71.14594982405814
3747,V528601,2020-12-03 11:40:30,Closed,102.8,Maintenance,23,29,School,ST,Boston,MA,02108,03,"c/o Synergy Investments, LLC","10 Post Office Square, 14th Floor",Boston,MA,02109,123777.0,42.35769952037006,-71.05896044995362
3748,V528076,2020-12-03 10:48:57,Closed,105.1,Failure to Obtain Permit,36,,Myrtle,ST,Boston,MA,02114,05,C/O STREET & CO,"78 CHARLES STREET, SUITE 1",BOSTON,MA,02114,99734.0,42.35922452959498,-71.06582146132689
3749,V528590,2020-12-03 10:22:08,Closed,102.8,Maintenance,17,,Fleet,ST,Boston,MA,02113,03,375 Rice Ave,,Revere,MA,02151,58616.0,42.36444951246935,-71.05293042155206
3750,V528403,2020-12-02 09:19:30,Closed,116.1,Unsafe and Dangerous,1602,1616,Blue Hill,AV,Mattapan,MA,02126,18,70 PENNOCK RD,,ASHLAND,MA,01721,16332.0,42.26907757706009,-71.09334772514359
3751,V528458,2020-12-02 08:17:59,Closed,Article 4 Section 4-3,No use of premises permit:,148,,Cornell,ST,Roslindale,MA,02131,18,148 CORNELL STREET,,ROSLINDALE,MA,02131,42937.0,42.27816963202977,-71.13380079691788
3752,V528374,2020-12-01 10:20:40,Closed,105.1,Failure to Obtain Permit,6,,Moreland,ST,Roxbury,MA,02119,12,35 GLENCOE ST #44,,BOSTON,MA,02135,97418.0,42.325959555067456,-71.08276057435937
3753,V528368,2020-12-01 10:05:04,Closed,105.1,Failure to Obtain Permit,100,102,Seaver,ST,Dorchester,MA,02121,12,810 PARKER STREET,,BOSTON,MA,02120,124139.0,42.310539570466965,-71.09241063017684
3754,V528366,2020-12-01 09:50:18,Closed,105.1,Failure to Obtain Permit,100,102,Seaver,ST,Dorchester,MA,02121,12,810 PARKER STREET,,BOSTON,MA,02120,124139.0,42.310539570466965,-71.09241063017684
3755,V528306,2020-11-30 14:56:02,Open,116.2,Unsafe and Dangerous,382,382H,Eighth,ST,South Boston,MA,02127,07,382 E EIGHTH ST,,SOUTH BOSTON,MA,02127,52114.0,42.33141950473366,-71.04585047936851
3756,V528290,2020-11-30 11:36:02,Closed,116.2,Unsafe and Dangerous,1074,1072,River,ST,Hyde Park,MA,02136,18,78 SPRING ST,,MEDFORD,MA,02155,116299.0,42.25840561293607,-71.11790980390558
3757,V502376,2020-11-25 12:55:58,Closed,104.6,Right of Entry,28,,Decatur,ST,East Boston,MA,02128,01,28 DECATUR STREET,,EAST BOSTON,MA,02128,46846.0,42.37265949600744,-71.04005037377648
3758,V495484,2020-11-25 12:48:21,Open,105.1,Failure to Obtain Permit,176,,Leyden,ST,East Boston,MA,02128,01,176 LEYDEN STREET,,EAST BOSTON,MA,02128,85771.0,42.38887945044111,-71.00488025956983
3759,V493148,2020-11-25 12:46:26,Closed,105.1,Failure to Obtain Permit,394,,Meridian,ST,East Boston,MA,02128,01,40 EVERETT ST,,EAST BOSTON,MA,02128,94554.0,42.37973149455587,-71.03948735706736
3760,V498471,2020-11-25 12:40:05,Closed,105.1,Failure to Obtain Permit,1187,,Saratoga,ST,East Boston,MA,02128,01,100 LEXINGTON ST,,EAST BOSTON,MA,02128,122476.0,42.383509442756335,-70.99852026254838
3761,V528047,2020-11-25 09:35:49,Closed,116.1,Unsafe and Dangerous,67,,Perrin,ST,Roxbury,MA,02119,12,"92 High Street, Suite T32",,Medford,MA,02155,109597.0,42.32159955204833,-71.07979057713112
3762,V524857,2020-11-25 09:07:53,Closed,116.1,Unsafe and Dangerous,118,,Newbury,ST,Boston,MA,02116,05,C/O DANIEL,109 STATE STREET SUITE 3,BOSTON,MA,02109,101330.0,42.35109954446028,-71.07609050329592
3763,V527927,2020-11-23 14:47:50,Closed,116.1,Unsafe and Dangerous,36,,Robinson,ST,Dorchester,MA,02122,15,50 COMMON STREET,,NORWELL,MA,02061,117373.0,42.30264952923008,-71.06194057933166
3764,V527907,2020-11-23 10:43:40,Open,116.1,Unsafe and Dangerous,9,13,Otisfield,ST,Dorchester,MA,02121,12,9 OTISFIELD ST,,DORCHESTER,MA,02121,106119.0,42.312649554826734,-71.08118060103875
3765,V524722,2020-11-20 13:22:45,Closed,102.8,Maintenance,25,,Abbot,ST,Dorchester,MA,02124,14,25 ABBOT ST,,DORCHESTER,MA,02124,81.0,42.29646956352152,-71.08595064725719
3766,V526815,2020-11-20 09:32:58,Closed,102.8,Maintenance,27,,Hereford,ST,Boston,MA,02115,05,27 HEREFORD ST,,BOSTON,MA,02115,72998.0,42.35044955781167,-71.08669052777086
3767,V525573,2020-11-19 12:39:33,Closed,304.1.1,Unsafe Conditions,524,,Dudley,ST,Roxbury,MA,02119,08,36 Old Coach Road,,Braintree,MA,02184,49778.0,42.32231954196795,-71.07241055875886
3768,V525747,2020-11-19 11:35:37,Closed,107.4,Failed to comply w permit term,697,,Eighth,ST,South Boston,MA,02127,07,30 CULLODEN DRIVE,,CANTON,MA,02021,52403.0,42.33136948941793,-71.03349045067579
3769,V525563,2020-11-19 09:34:37,Open,1011.1,General - Stairways,179,,H,ST,South Boston,MA,02127,07,36 BOURNE ST,,JAMAICA PLAIN,MA,02130,67842.0,42.33172950040629,-71.04158046958351
3770,V525552,2020-11-18 10:51:29,Closed,116.1,Unsafe and Dangerous,24,,Rowell,ST,Dorchester,MA,02125,13,24 ROWELL STREET UNIT #2,,DORCHESTER,MA,02127,119091.0,42.31382953249556,-71.06463055990825
3771,V525337,2020-11-17 10:04:05,Closed,116.1,Unsafe and Dangerous,42,,Harvard,AV,Hyde Park,MA,02136,18,175 MILTON STREET,,MILTON,MA,02186,70317.0,42.25722962009815,-71.12269081784461
3772,V525311,2020-11-17 09:13:47,Closed,116.1,Unsafe and Dangerous,20,,Milton,AV,Dorchester,MA,02124,17,20 MILTON AVE,,DORCHESTER,MA,02125,95710.0,42.28675955372769,-71.07850065247862
3773,V525215,2020-11-16 11:56:23,Closed,102.8,Maintenance,36,,A,ST,South Boston,MA,02127,06,"151 TREMONT STREET, PH1",,BOSTON,MA,02111,50.0,42.34131012915847,-71.05632307023507
3774,V525212,2020-11-16 11:27:03,Closed,116.1,Unsafe and Dangerous,36,,A,ST,South Boston,MA,02127,06,"151 TREMONT STREET, SUITE PH1",,BOSTON,MA,02111,50.0,42.34131012915847,-71.05632307023507
3775,V525213,2020-11-16 11:26:09,Closed,116.1,Unsafe and Dangerous,36,,A,ST,South Boston,MA,02127,06,"151 TREMONNT STREET, PH1",,BOSTON,MA,02111,50.0,42.34131012915847,-71.05632307023507
3776,V525200,2020-11-16 09:56:26,Closed,105.1,Failure to Obtain Permit,26,,Schuyler,ST,Dorchester,MA,02121,12,74 CLARENDON ST STE A,C/O TWENTY 6 SCHUYLER RLTY TR,BOSTON,MA,02116,123964.0,42.3085295622226,-71.08618062122886
3777,V525195,2020-11-16 09:46:07,Closed,116.1,Unsafe and Dangerous,26,,Schuyler,ST,Dorchester,MA,02121,12,74 CLARENDON ST STE A,,BOSTON,MA,02116,123964.0,42.3085295622226,-71.08618062122886
3778,V525196,2020-11-16 09:36:14,Closed,116.1,Unsafe and Dangerous,26,,Schuyler,ST,Dorchester,MA,02121,12,74 CLARENDON STREET SUITE A,C/O TWENTY 6 SCHUYLER RLTY TR,BOSTON,MA,02116,123964.0,42.3085295622226,-71.08618062122886
3779,V524896,2020-11-13 11:08:09,Closed,105.1,Failure to Obtain Permit,336,,Talbot,AVE,Dorchester,MA,02124,17,336 TALBOT AV,,DORCHESTER,MA,02124,133705.0,42.29047954490318,-71.07235062967283
3780,V524693,2020-11-12 09:35:24,Closed,107.4,Failed to comply w permit term,89,,Forest Hills,ST,Jamaica Plain,MA,02130,11,326 A ST SUITE 5A,,BOSTON,MA,02219,59485.0,42.30940958415883,-71.1026606558195
3781,V493366,2020-11-10 12:20:55,Closed,102.8,Maintenance,127,,Tremont,ST,Boston,MA,02108,03,5 Burlington Woods Drive,,Burlington,MA,01803,136811.0,42.35635070414969,-71.06179723919628
3782,V523444,2020-11-05 14:48:56,Closed,111.1,Certificate of Occupancy,26,,Woodville,ST,Roxbury,MA,02119,08,74 CLARENDON ST SUITE A,,BOSTON,MA,02116,152001.0,42.321198547030974,-71.07621956985531
3783,V518923,2020-11-05 12:12:58,Closed,105.1,Failure to Obtain Permit,188,,Canton,ST,Boston,MA,02116,04,188 WEST CANTON,,BOSTON,MA,02116,25611.0,42.3441795442209,-71.07622051886075
3784,V523978,2020-11-05 09:38:02,Closed,3307.1,Protection of Adj. Property,11,,Beckler,AV,South Boston,MA,02127,06,11 BECKLER AVE,,SOUTH BOSTON,MA,02127,13063.0,42.333419493570034,-71.03662045384027
3785,V523783,2020-11-04 08:47:04,Closed,102.8,Maintenance,68,,Russell,ST,Charlestown,MA,02129,02,68 RUSSELL ST,,CHARLESTOWN,MA,02129,119703.0,42.37987952951416,-71.0669704186247
3786,V487747,2020-11-02 13:53:55,Open,111.1,Certificate of Occupancy,20,,Trident,ST,East Boston,MA,02128,01,230 SALEM ST,,LYNNFIELD,MA,01940,138441.0,42.38590845826672,-71.01091028004794
3787,V473110,2020-11-02 13:41:36,Open,105.1,Failure to Obtain Permit,287,,Meridian,ST,East Boston,MA,02128,01,"581 Boylston St, Suite 604",,Boston,MA,02116,94428.0,42.37674949401767,-71.03894036286036
3788,V487487,2020-11-02 12:59:02,Closed,105.1,Failure to Obtain Permit,175,,William F McClellan,HW,East Boston,MA,02128,01,265 Franklin Street,6th Floor,Boston,MA,02110,351843.0,42.38593817092458,-71.01716107671007
3789,V523448,2020-11-02 09:31:31,Closed,105.1,Failure to Obtain Permit,6,,Ruthven,ST,Dorchester,MA,02121,12,6 RUTHVEN STREET,,DORCHESTER,MA,02121,120018.0,42.31440957046114,-71.09316062355981
3790,V523453,2020-11-02 09:30:30,Closed,105.1,Failure to Obtain Permit,517,,Washington,ST,Dorchester,MA,02124,17,39 PLEASANT ST,,DORCHESTER,MA,02125,146098.0,42.29342954441538,-71.07211062307985
3791,V523446,2020-11-02 09:11:10,Closed,105.1,Failure to Obtain Permit,800,,Boylston,ST,Boston,MA,02199,04,800 BOYLSTON ST SUITE 1900,C/O BP PRUCENTER ACQUISITION LLC,BOSTON,MA,02199,157244.0,42.34729635619704,-71.08145798177236
3792,V523294,2020-10-30 14:43:07,Closed,116.1,Unsafe and Dangerous,67,,Perrin,ST,Roxbury,MA,02119,12,"92 High Street, Suite T32",,Medford,MA,02155,109597.0,42.32159955204833,-71.07979057713112
3793,V523269,2020-10-30 09:21:33,Closed,116.1,Unsafe and Dangerous,581,,Massachusetts,AV,Roxbury,MA,02118,09,12 STETSON ST,,BROOKLINE,MA,02446,92441.0,42.3373655489387,-71.07841353965269
3794,V522804,2020-10-27 13:41:23,Closed,105.1,Failure to Obtain Permit,920,926,Morton,ST,Dorchester,MA,02124,17,619 CENTRE ST,,JAMAICA PLAIN,MA,02130,97830.0,42.280685560648685,-71.0829556762478
3795,V522723,2020-10-27 08:52:55,Closed,116.1,Unsafe and Dangerous,614,,Third,ST,South Boston,MA,02127,06,614 EAST THIRD ST,UNIT 2,SOUTH BOSTON,MA,2127,135047.0,42.33663949132887,-71.03527044300397
3796,V499847,2020-10-26 13:39:24,Closed,102.8,Maintenance,54,,Chestnut,ST,Boston,MA,02108,05,223 LEXINGTON AV,,CAMBRIDGE,MA,02138,31437.0,42.35712853372984,-71.06876147239959
3797,V499839,2020-10-26 13:38:04,Closed,1001.3.2,Testing & Certification,54,,Chestnut,ST,Boston,MA,02108,05,223 LEXINGTON AV,,CAMBRIDGE,MA,02138,31437.0,42.35712853372984,-71.06876147239959
3798,V444255,2020-10-26 13:36:19,Closed,116.1,Unsafe and Dangerous,48,,Stockton,ST,Dorchester,MA,02124,17,8950 Cypress Waters Boulevard,,Coppell,TX,75019,130774.0,42.28245954774069,-71.07391065106302
3799,V483924,2020-10-26 13:33:42,Closed,105.1,Failure to Obtain Permit,30,,Florida,ST,Dorchester,MA,02124,16,30 Florida St,,Dorchester,MA,02124,58949.0,42.29131952724633,-71.05965059916149
3800,V483918,2020-10-26 13:30:01,Closed,105.6,Suspension or Revocation,30,,Florida,ST,Dorchester,MA,02124,16,30 FLORIDIA STREET,,DORCHESTER,MA,02124,58949.0,42.29131952724633,-71.05965059916149
3801,V522446,2020-10-23 11:49:42,Closed,116.1,Unsafe and Dangerous,15,,Jess,ST,Jamaica Plain,MA,02130,11,15 JESS STREET,,JAMAICA PLAIN,MA,02130,79772.0,42.31517958497582,-71.10388064543427
3802,V522444,2020-10-23 11:08:32,Open,111.1,Certificate of Occupancy,8,,Silloway,ST,Dorchester,MA,02124,16,8 SILLOWAY STREET,,DORCHESTER,MA,02124,127377.0,42.29536953019527,-71.06231059637366
3803,V522338,2020-10-22 12:51:56,Closed,111.1,Certificate of Occupancy,830,846,Blue Hill,AV,Dorchester,MA,02124,14,115 DALE STREET UNIT 12,,ROXBURY,MA,02119,16567.0,42.29620956486467,-71.08718065031327
3804,V522205,2020-10-21 14:29:06,Open,116.1,Unsafe and Dangerous,1127,1129,Washington,ST,Mattapan,MA,02124,17,1129 WASHINGTON STREET,,DORCHESTER,MA,02124,145929.0,42.27294254323226,-71.07004666305961
3805,V522197,2020-10-21 13:05:49,Closed,1001.3.2,Testing & Certification,63,,I,ST,South Boston,MA,02127,06,63 I STREET,,SOUTH BOSTON,MA,02127,77901.0,42.336059498003785,-71.04009045531183
3806,V522191,2020-10-21 12:42:13,Closed,1001.3.2,Testing & Certification,65,,I,ST,South Boston,MA,02127,06,21  PEDERZINI  DRIVE,,MEDFIELD,MA,02052,77902.0,42.33599949827085,-71.04008045579275
3807,V522179,2020-10-21 11:16:28,Closed,1001.3.2,Testing & Certification,549,551,Boylston,ST,Boston,MA,02116,05,325 Brookline Street,,Newton,MA,02459,18340.0,42.35075554359235,-71.07600150337252
3808,V522024,2020-10-20 13:18:44,Closed,105.1,Failure to Obtain Permit,74,,Edson,ST,Dorchester,MA,02124,17,72-74 EDSON STREET,,DORCHESTER,MA,02124,51359.0,42.28493955196369,-71.0770506524983
3809,V522008,2020-10-20 12:28:21,Closed,105.1,Failure to Obtain Permit,914,918,Morton,ST,Dorchester,MA,02124,17,C/O ANDRE A. MONTEIRO,213 PROSEPCT STREET,BROCKTON,MA,02301,97828.0,42.28071956081055,-71.08314067542136
3810,V522001,2020-10-20 11:13:15,Closed,105.1,Failure to Obtain Permit,31,,Waverly,ST,Roxbury,MA,02119,12,31 WAVERLY STREET,,ROXBURY,MA,02119,146539.0,42.32094738146139,-71.08056972187914
3811,V521997,2020-10-20 10:52:49,Closed,105.1,Failure to Obtain Permit,8,,Gannett,ST,Dorchester,MA,02121,12,8 GANNETT STREET,,DORCHESTER,MA,02121,62436.0,42.314489554904064,-71.08153059686344
3812,V521927,2020-10-20 08:09:59,Closed,110.1,Inspections,6,,Franklin,ST,Hyde Park,MA,02136,18,6 FRANKLIN STREET,,HYDE PARK,MA,02136,60712.0,42.25205963523045,-71.13290085298178
3813,V521829,2020-10-19 14:12:50,Closed,107.4,Failed to comply w permit term,30,,Claremont,PK,Roxbury,MA,02118,04,30 CLAREMONT PK,,BOSTON,MA,02118,33071.0,42.34225955248406,-71.08177053573901
3814,V521810,2020-10-19 11:59:44,Closed,3310.2,Maintenance of Means of Egress,549,551,Boylston,ST,Boston,MA,02116,05,325 BROOKLINE STREET,,NEWTON,MA,02459,18340.0,42.35075554359235,-71.07600150337252
3815,V521805,2020-10-19 11:00:11,Closed,105.1,Failure to Obtain Permit,148,,Athens,ST,South Boston,MA,02127,06,50 Federal Street,,Newburyport,MA,01950,5731.0,42.34073951424117,-71.0525304723256
3816,V521761,2020-10-19 09:21:55,Closed,105.1,Failure to Obtain Permit,63,,Centre,ST,Dorchester,MA,02124,17,63 CENTRE STREET,,DORCHESTER,MA,02124,28452.0,42.2908895397699,-71.0687006204506
3817,V521756,2020-10-19 09:12:19,Closed,110.1,Inspections,153,155,Blue Hill,AVE,Roxbury,MA,02119,12,619 CENTRE STREET,,JAMACIA PLAIN,MA,02130,16305.0,42.31948954961,-71.07794057791588
3818,V521749,2020-10-19 08:54:28,Closed,115.3,Unlawful Continuance,153,155,Blue Hill,AVE,Roxbury,MA,02119,12,619 CENTRE STREET,,JAMACIA P[LAIN,MA,02119,16305.0,42.31948954961,-71.07794057791588
3819,V521738,2020-10-19 08:45:24,Closed,105.1,Failure to Obtain Permit,22,28,Blue Hill,AVE,Roxbury,MA,02119,08,C/O ISLIA PROPERTY PROPERTY GROUP LLC,305 DUDLEY STREET,BOSTON,MA,02119,16374.0,42.324279545386254,-71.07546056150716
3820,V521731,2020-10-19 08:26:36,Closed,110.1,Inspections,22,28,Blue Hill,AVE,Roxbury,MA,02119,08,C/O ISALIA PROPERTY GROUP LLC,305 DUDLEY STREET,BOSTON,MA,02119,16374.0,42.324279545386254,-71.07546056150716
3821,V521551,2020-10-16 12:19:05,Open,105.1,Failure to Obtain Permit,67,,Munroe,ST,Roxbury,MA,02119,12,67 MUNROE STREET,,ROXBURY,MA,02119,99366.0,42.31855956207897,-71.08686060021297
3822,V521548,2020-10-16 11:51:03,Closed,105.1,Failure to Obtain Permit,614,,Massachusetts,AV,Roxbury,MA,02118,09,213 NEWBURY STREET,,BOSTON,MA,02116,92493.0,42.33719954706552,-71.07745053724503
3823,V521546,2020-10-16 11:35:11,Closed,1001.3.2,Testing & Certification,614,,Massachusetts,AV,Roxbury,MA,02118,09,213 NEWBURY STREET,,BOSTON,MA,02116,92493.0,42.33719954706552,-71.07745053724503
3824,V521535,2020-10-16 10:18:06,Closed,116.1,Unsafe and Dangerous,635,641,Hyde Park,AV,Roslindale,MA,02131,18,394 Washington Street,Unit B,Dedham,MA,02026,77476.0,42.27858961213401,-71.11944076325334
3825,V521523,2020-10-16 09:20:03,Closed,116.1,Unsafe and Dangerous,479,,Broadway,,South Boston,MA,02127,06,2281 Dorchester Ave,,Dorchester,MA,02124,21560.0,42.33545950488609,-71.04601047009501
3826,V520208,2020-10-14 10:16:37,Closed,105.1,Failure to Obtain Permit,203,205,Fairmount,ST,Dorchester,MA,02124,17,203 FAIRMOUNT STREET,,DORCHESTER,MA,02124,55809.0,42.2792755566481,-71.07995967154508
3827,V520204,2020-10-14 10:04:48,Closed,116.1,Unsafe and Dangerous,43,,Nazing,ST,Dorchester,MA,02121,12,35 KINGCREST TERRACE,,RANDOLPH,MA,02368,100471.0,42.30707956243248,-71.08642062435285
3828,V520066,2020-10-13 12:42:59,Closed,107.4,Failed to comply w permit term,250,252,Gallivan,BL,Dorchester,MA,02124,17,250 GALLIVAN BLVD,,DORCHESTER,MA,02124,62237.0,42.27924454099298,-71.06899764764889
