_id,case_no,status_dttm,status,code,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude
3829,V519793,2020-10-09 13:31:51,Closed,116.1,Unsafe and Dangerous,6,,Franklin,ST,Hyde Park,MA,02136,18,6 FRANKLIN STREET,,HYDE PARK,MA,02136,60712.0,42.25205963523045,-71.13290085298178
3830,V519405,2020-10-07 11:47:59,Open,105.1,Failure to Obtain Permit,161,,Savannah,AV,Mattapan,MA,02126,18,161 SAVANNAH AVE,,MATTAPAN,MA,02126,123045.0,42.27338958753783,-71.10172073493811
3831,V519177,2020-10-06 11:58:14,Closed,116.1,Unsafe and Dangerous,34,,Stanley,ST,Dorchester,MA,02125,15,26 BALFOUR STREET,,DORCHESTER,MA,02125,130189.0,42.31035953785532,-71.06871057703066
3832,V519176,2020-10-06 11:39:33,Closed,3310.2,Maintenance of Means of Egress,48,,Stockton,ST,Dorchester,MA,02124,17,48 STOCKTON ST,C/O U S BANK NATIONAL ASSOCIAT,DORCHESTER,MA,02124,130774.0,42.28245954774069,-71.07391065106302
3833,V519175,2020-10-06 11:29:29,Closed,116.1,Unsafe and Dangerous,48,,Stockton,ST,Dorchester,MA,02124,17,48 STOCKTON ST,C/O U S BANK NATIONAL ASSOCIAT,DORCHESTER,MA,02124,130774.0,42.28245954774069,-71.07391065106302
3834,V518068,2020-10-06 11:07:56,Closed,10.02,Basic Principles,35,,Lomasney,WY,Boston,MA,02114,03,"3 Centre Plz, Fl 3",,Boston,MA,02108,167127.0,42.36530565877382,-71.0648244373039
3835,V518952,2020-10-05 12:03:34,Closed,105.1,Failure to Obtain Permit,525,,Park,ST,Dorchester,MA,02124,17,525 PARK STREET,,DORCHESTER,MA,02124,107378.0,42.29533954686275,-71.07402062308503
3836,V518718,2020-10-05 08:16:27,Closed,107.4,Failed to comply w permit term,535,,Fourth,ST,South Boston,MA,02127,07,"and Matthew Newman, Manager",8 Alton Place,Brookline,MA,02446,59798.0,42.33446950164943,-71.04342046593648
3837,V518317,2020-09-30 14:58:15,Open,111.1,Certificate of Occupancy,11,,Ticknor,ST,South Boston,MA,02127,07,11 ELKINS ST,SUITE 250,SOUTH BOSTON,MA,021274,135955.0,42.3300594921952,-71.03580045968465
3838,V518290,2020-09-30 12:28:29,Closed,102.4,Referenced Codes & Standards,3,,Spruce,ST,Boston,MA,02108,05,3 SPRUCE,,BOSTON,MA,02108,130062.0,42.35708953274344,-71.0676704707358
3839,V518291,2020-09-30 12:07:53,Closed,116.1,Unsafe and Dangerous,198,,Highland,ST,Roxbury,MA,02119,11,198 HIGHLAND STREET,,ROXBURY,MA,02119,73716.0,42.32305957030744,-71.09360060487042
3840,V518288,2020-09-30 11:48:53,Closed,105.1,Failure to Obtain Permit,141,143,Howard,AV,Dorchester,MA,02125,13,141 143 HOWARD AV,,DORCHESTER,MA,02125,75505.0,42.31550954702103,-71.0756405818417
3841,V518285,2020-09-30 11:04:10,Closed,105.1,Failure to Obtain Permit,605,,Metropolitan,AV,Hyde Park,MA,02136,18,605 METROPOLITAN AVE,,HYDE PARK,MA,02136,94971.0,42.26551961185426,-71.11835078949963
3842,V518276,2020-09-30 10:53:20,Closed,1001.3.2,Testing & Certification,265,,Beacon,ST,Boston,MA,02116,05,265 BEACON STREET,,BOSTON,MA,02116,10686.0,42.35323954808227,-71.07965050594669
3843,V518248,2020-09-30 10:21:51,Closed,1001.3.2,Testing & Certification,263,,Beacon,ST,Boston,MA,02116,05,263 BEACON STREET,,BOSTON,MA,02116,10679.0,42.35324954910587,-71.07958050623056
3844,V518254,2020-09-30 09:59:57,Closed,105.1,Failure to Obtain Permit,9,,Galty,AV,Dorchester,MA,02124,17,9 GALTY AVE,,DORCHESTER,MA,02124,62424.0,42.28161954049444,-71.06841064084838
3845,V518074,2020-09-29 14:14:59,Closed,116.1,Unsafe and Dangerous,145,147,Howard,AV,Dorchester,MA,02125,13,145 147 HOWARD AV,,DORCHESTER,MA,02125,75506.0,42.31541954695575,-71.0756505816982
3846,V518073,2020-09-29 13:58:26,Closed,116.1,Unsafe and Dangerous,141,143,Howard,AV,Dorchester,MA,02125,13,141 143 HOWARD AV,,DORCHESTER,MA,02125,75505.0,42.31550954702103,-71.0756405818417
3847,V518024,2020-09-29 10:03:54,Closed,105.1,Failure to Obtain Permit,296,,Summit,AV,Brighton,MA,02135,21,28CLAYMOSSRD,APT#2,BRIGHTON,MA,02135,132103.0,42.34434962743064,-71.13893065892394
3848,V517999,2020-09-29 09:28:47,Closed,105.1,Failure to Obtain Permit,56,58,Falcon,ST,East Boston,MA,02128,01,56 FALCON ST,,EAST BOSTON,MA,02128,56062.0,42.382141492100885,-71.0373473473295
3849,V517867,2020-09-28 14:27:26,Closed,102.8,Maintenance,54,,Chestnut,ST,Boston,MA,02108,05,238 ELM STREET,,CONCORD,MA,01742,31437.0,42.35712853372984,-71.06876147239959
3850,V516922,2020-09-28 12:51:19,Open,105.1,Failure to Obtain Permit,200,,Norfolk,ST,Dorchester,MA,02124,17,200 NORFOLK ST APT 2,,DORCHESTER,MA,02124,103203.0,42.28588955553009,-71.07975065641192
3851,V517595,2020-09-28 09:04:09,Closed,102.8,Maintenance,481,,Beacon,ST,Boston,MA,02115,05,131 PARK DRIVE SUITE #G1,ATTN: DENISE,BOSTON,MA,02215,161912.0,42.35074949796208,-71.08900767187072
3852,V517592,2020-09-25 10:06:14,Closed,116.1,Unsafe and Dangerous,10,,Rockland,ST,Roxbury,MA,02119,12,10 ROCKLAND STREET,,ROXBURY,MA,02119,117676.0,42.32171341234607,-71.0829801984868
3853,V517577,2020-09-25 08:50:01,Closed,107.4,Failed to comply w permit term,250,252,Gallivan,BL,Dorchester,MA,02124,17,250 GALLIVAN BL,,DORCHESTER,MA,02124,62237.0,42.27924454099298,-71.06899764764889
3854,V440336,2020-09-24 14:11:43,Closed,105.1,Failure to Obtain Permit,285,,Washington,ST,Dorchester,MA,02121,14,19 ALLENS TRAIL,,GROTON,MA,01450,146014.0,42.300379548931296,-71.0755706153369
3855,V516996,2020-09-22 14:48:34,Closed,105.1,Failure to Obtain Permit,110,118,Canal,ST,Boston,MA,02114,03,110 CANAL STREET,,BOSTON,MA,02114,344038.0,42.364407118019926,-71.06047087626895
3856,V516977,2020-09-22 12:49:46,Closed,105.1,Failure to Obtain Permit,969,,Canterbury,ST,Roslindale,MA,02131,18,56 HAVRE STREET,,EAST BOSTON,MA,02128,25543.0,42.27858960971395,-71.1181807598841
3857,V516943,2020-09-22 09:51:37,Closed,105.1,Failure to Obtain Permit,74,,Pierce,ST,Hyde Park,MA,02136,18,19 TWILIGHT DR,,FOXBORO,MA,02035,110296.0,42.25705961262118,-71.1175808064388
3858,V516932,2020-09-22 09:39:26,Closed,116.1,Unsafe and Dangerous,23,,Waumbeck,ST,Dorchester,MA,02121,12,503 JUMPING FROG LANE,C/O BARBI SAUNDERS,KNIGHTDALE,NC,27545,146377.0,42.31408956108237,-71.08584060771477
3859,V516937,2020-09-22 09:22:29,Closed,110.1,Inspections,251,,Bowdoin,ST,Dorchester,MA,02122,15,162 HAMILTON STREET,,BOSTON,MA,02122,162393.0,42.30619480371186,-71.06676879986425
3860,V516918,2020-09-22 08:19:51,Closed,105.1,Failure to Obtain Permit,334,,Marlborough,ST,Boston,MA,02115,05,"25 ALTON CT,  APT 2",,BROOKLINE,MA,02446,90976.0,42.350929555489536,-71.08521052345696
3861,V516796,2020-09-21 14:59:37,Closed,105.1,Failure to Obtain Permit,200,,Norfolk,AV,Roxbury,MA,02119,08,165 LEXINGTON ST,,WATERTOWN,MA,02472,103112.0,42.32427953602974,-71.06822054508876
3862,V516372,2020-09-17 13:58:43,Closed,3307.1,Protection of Adj. Property,51,,Moseley,ST,Dorchester,MA,02125,13,51 Moseley Street,,Dorchester,MA,02125,97911.0,42.320529518063566,-71.05437052238301
3863,V516371,2020-09-17 13:52:47,Closed,105.1,Failure to Obtain Permit,26,,Payson,AV,Dorchester,MA,02125,15,26 PAYSON AVE,,DORCHESTER,MA,02125,108683.0,42.313811276659415,-71.06673391941854
3864,V516370,2020-09-17 13:48:56,Closed,107.4,Failed to comply w permit term,51,,Moseley,ST,Dorchester,MA,02125,13,51 Moseley St,,Dorchester,MA,02125,97911.0,42.320529518063566,-71.05437052238301
3865,V516366,2020-09-17 13:19:16,Closed,105.6,Suspension or Revocation,51,,Moseley,ST,Dorchester,MA,02125,13,51 Moseley Street,,Dorchester,MA,02125,97911.0,42.320529518063566,-71.05437052238301
3866,V516360,2020-09-17 12:51:17,Closed,116.2,Unsafe and Dangerous,15,,Kineo,ST,Dorchester,MA,02121,14,15 KINEO ST,,DORCHESTER,MA,02121,81747.0,42.31184954624197,-71.0744905870551
3867,V516099,2020-09-16 11:23:41,Closed,116.1,Unsafe and Dangerous,131,,I,ST,South Boston,MA,02127,06,180 CANTON AV,C/O TRINITY GREEN DEVELOPMENT LLC,MILTON,MA,02186,77758.0,42.33370949748768,-71.04008046014731
3868,V516066,2020-09-16 09:30:26,Closed,105.1,Failure to Obtain Permit,19,,Swan,AV,East Boston,MA,02128,01,19 SWAN AVE,,EAST BOSTON,MA,02128,133119.0,42.38856943994165,-70.99714025172524
3869,V516061,2020-09-16 09:23:49,Closed,105.1,Failure to Obtain Permit,19,,Swan,AV,East Boston,MA,02128,01,19 SWAN AVE,,EAST BOSTON,MA,02128,133119.0,42.38856943994165,-70.99714025172524
3870,V516046,2020-09-16 08:50:53,Closed,105.1,Failure to Obtain Permit,97,,Horace,ST,East Boston,MA,02128,01,3 Victoria ST,,REVERE,MA,02151,75359.0,42.38259291488876,-71.0158272257613
3871,V515844,2020-09-15 13:07:00,Closed,105.1,Failure to Obtain Permit,151,,Sydney,ST,Dorchester,MA,02125,13,151 SYDNEY STREET,,DORCHESTER,MA,02125,133263.0,42.31677951542483,-71.0524205264057
3872,V515815,2020-09-15 10:40:52,Closed,105.1,Failure to Obtain Permit,20,,Miami,AV,West Roxbury,MA,02132,20,20 MIAMI AVE,,WEST ROXBURY,MA,02132,95119.0,42.27518967463803,-71.16349086957837
3873,V515603,2020-09-15 10:20:39,Closed,4-3,Building or Use of Premise req,995,,Massachusetts,AV,Roxbury,MA,02119,08,2721 N CENTRAL AVENUE,,PHOENIX,AZ,85004,441644.0,42.32826236843152,-71.06888177478353
3874,V515809,2020-09-15 10:14:16,Closed,116.1,Unsafe and Dangerous,20,,Miami,AV,West Roxbury,MA,02132,20,20 MIAMI AVE,,WEST ROXBURY,MA,02132,95119.0,42.27518967463803,-71.16349086957837
3875,V510809,2020-09-15 08:51:49,Closed,107.4,Failed to comply w permit term,46,,Melrose,ST,Boston,MA,02116,05,287 Commonwealth Ave,,Newton,MA,02467,93983.0,42.348939534322334,-71.06877049101446
3876,V515631,2020-09-14 13:33:11,Closed,107.4,Failed to comply w permit term,401,,William T Morrissey,BLVD,Dorchester,MA,02125,13,12 Ericsson Street,,DORCHESTER,MA,02122,149918.0,42.3090595074636,-71.0459405289347
3877,V515626,2020-09-14 13:07:46,Closed,110.1,Inspections,995,,Massachusetts,AV,Roxbury,MA,02119,08,2721 N CENTRAL AVENUE,,PHONIX,MA,85004,441644.0,42.32826236843152,-71.06888177478353
3878,V515601,2020-09-14 09:53:47,Closed,105.1,Failure to Obtain Permit,17,,Snow Hill,ST,Boston,MA,02113,03,17 SNOW HILL,,BOSTON,MA,02113,128220.0,42.366221517539365,-71.05641542442307
3879,V515595,2020-09-14 09:34:50,Closed,105.1,Failure to Obtain Permit,37,,North,SQ,Boston,MA,02113,03,294 HANOVER STREET,,BOSTON,MA,02113,103519.0,42.36345951414884,-71.05390042580264
3880,V515590,2020-09-14 09:06:39,Closed,105.1,Failure to Obtain Permit,16,,Harvard,ST,Charlestown,MA,02129,02,16 HARVARD ST,,CHARLESTOWN,MA,02129,70465.0,42.37206952578903,-71.06319042690448
3881,V515008,2020-09-10 12:30:33,Closed,105.1,Failure to Obtain Permit,93,,Welles,AVE,Dorchester,MA,02124,16,93 WELLES AVENUE,Unit 1,DORCHESTER,MA,02124,147362.0,42.28909953675896,-71.0662206196225
3882,V515005,2020-09-10 11:59:23,Closed,3310.2,Maintenance of Means of Egress,359,363,Newbury,ST,Boston,MA,02115,05,347 CONGRESS STREET,,BOSTON,MA,02210,101576.0,42.34838255914891,-71.08777653560533
3883,V514998,2020-09-10 11:23:46,Closed,105.1,Failure to Obtain Permit,224,,Austin,ST,Hyde Park,MA,02136,18,224 AUSTIN STREET,,HYDE PARK,MA,02136,6741.0,42.26639962175664,-71.12483080183573
3884,V514993,2020-09-10 10:58:55,Closed,105.1,Failure to Obtain Permit,25,,Tampa,ST,Mattapan,MA,02136,18,25 TAMPA STREET,,HYDE PARK,MA,02136,133789.0,42.27327959887198,-71.10912075111663
3885,V514950,2020-09-10 09:59:49,Closed,105.1,Failure to Obtain Permit,47,49,Ellington,ST,Dorchester,MA,02121,14,49 Ellington St,,Roxbury,MA,02121,52859.0,42.3015505584723,-71.08352263085115
3886,V514925,2020-09-10 09:17:52,Open,105.1,Failure to Obtain Permit,52,,Ellington,ST,Dorchester,MA,02121,14,243 GROVE STREET,,WEST ROXBURY,MA,02132,172454.0,42.30169802493411,-71.0830876079253
3887,V513785,2020-09-09 15:31:40,Closed,3306.9,Adjacent to Excavations,1403,1405,Dorchester,AV,Dorchester,MA,02122,15,86 Claybourne st,,Dorchester,MA,02124,48307.0,42.30315308610683,-71.05970709449024
3888,V511853,2020-09-09 14:56:21,Open,302.6,Masonry Parapets,222,,Woodrow,AV,Dorchester,MA,02124,14,222 WOODROW AVE,,DORCHESTER,MA,02124,151887.0,42.2856995684336,-71.08909067856962
3889,V513771,2020-09-09 12:00:36,Closed,3307.1,Protection of Adj. Property,175,,Howard,AV,Dorchester,MA,02125,13,86 Claybourne st,,Dorchester,MA,02124,75522.0,42.31424184869049,-71.07541390438745
3890,V513749,2020-09-09 10:20:46,Closed,4-3,Building or Use of Premise req,130,,Magazine,ST,Roxbury,MA,02119,08,2721 N CENTRAL AVENUE,,PHOENIX,AZ,85004,88169.0,42.32801953619591,-71.068650537969
3891,V513741,2020-09-09 09:52:47,Closed,4-3,Building or Use of Premise req,15,,Rusfield,ST,Roxbury,MA,02119,08,207 E CLARENDON,,PHOENIX,AZ,85012,119515.0,42.328989537128784,-71.06950053766255
3892,V513724,2020-09-09 09:39:00,Closed,4-3,Building or Use of Premise req,967R,975R,Massachusetts,AV,Roxbury,MA,02119,08,2721 N CENTRAL AVENUE,,PHONIX,AZ,85004,348859.0,42.32831624150827,-71.0695357596652
3893,V513560,2020-09-08 10:33:53,Closed,116.1,Unsafe and Dangerous,17,,Bickford,ST,Jamaica Plain,MA,02130,10,52 CHAUNCEY STREET,,BOSTON,MA,02111,162067.0,42.325845943942696,-71.10151767802692
3894,V513550,2020-09-08 10:07:05,Closed,105.1,Failure to Obtain Permit,20,,Miami,AV,West Roxbury,MA,02132,20,20 MIAMI AVE,,WEST ROXBURY,MA,02132,95119.0,42.27518967463803,-71.16349086957837
3895,V513544,2020-09-08 09:47:38,Closed,116.1,Unsafe and Dangerous,132,,Wood,AV,Mattapan,MA,02136,18,132 WOOD AVE,,HYDE PARK,MA,02136,151215.0,42.26966960065908,-71.1103507629706
3896,V512268,2020-09-03 11:18:53,Closed,107.4,Failed to comply w permit term,185,,London,ST,East Boston,MA,02128,01,68 BONAIR ST APT #3,,SOMERVILLE,MA,02145,87022.0,42.37480949099926,-71.03705036285963
3897,V512267,2020-09-03 11:08:17,Closed,116.1,Unsafe and Dangerous,27,,Belle,AV,West Roxbury,MA,02132,20,27 BELLE AV,,WEST ROXBURY,MA,02132,13820.0,42.272379679233,-71.16593088203571
3898,V511862,2020-09-02 12:42:49,Closed,105.1,Failure to Obtain Permit,18,,East,ST,Dorchester,MA,02122,15,42 PEARL ST APT 1,,DORCHESTER,MA,02125,50803.0,42.3074495254223,-71.05941056326539
3899,V511845,2020-09-02 12:08:15,Closed,105.1,Failure to Obtain Permit,123,,Evans,ST,Dorchester,MA,02124,17,123 EVANS,,DORCHESTER,MA,02124,54797.0,42.28147956150607,-71.08379067537548
3900,V511844,2020-09-02 11:52:17,Closed,102.8,Maintenance,37,,Bradlee,ST,Dorchester,MA,02124,17,74 CLARENDON ST,,BOSTON,MA,02116,19099.0,42.29706954789862,-71.0751106215893
3901,V511829,2020-09-02 10:59:13,Closed,105.1,Failure to Obtain Permit,9,,Wales,ST,Dorchester,MA,02124,14,780 BLUE HILL AVE,,DORCHESTER,MA,02124,141590.0,42.29801956225308,-71.08603064419036
3902,V511803,2020-09-02 10:39:34,Closed,504.4,Exhaust Installation,6,,Castlegate,RD,Dorchester,MA,02121,14,C/O SENTRY PROPERTY MGMT CP,12 CASTLEGATE  RD,ALLSTON,MA,02134,26380.0,42.30731955862767,-71.08351061711427
3903,V511792,2020-09-02 10:14:45,Closed,504.4,Exhaust Installation,10,,Castlegate,RD,Dorchester,MA,02121,14,C/O SENTRY PROPERTY MGMT CP,12 Castlegate Rd,ALLSTON,MA,02134,26368.0,42.30717955809876,-71.0832106174202
3904,V511786,2020-09-02 10:03:36,Closed,504.4,Exhaust Installation,12,,Castlegate,RD,Dorchester,MA,02121,14,C/O SENTRY PROPERTY MGMT CP,12 CASTLEGATE  RD,ALLSTON,MA,02134,26370.0,42.30716955736555,-71.0830306167465
3905,V511776,2020-09-02 09:50:17,Closed,504.4,Exhaust Installation,14,,Castlegate,RD,Dorchester,MA,02121,14,"12 Castlegate Road, Unit 9 (in rear)",,Dorchester,MA,02121,26371.0,42.30705955752671,-71.08290061701844
3906,V510857,2020-08-31 14:24:42,Closed,107.4,Failed to comply w permit term,401,,William T Morrissey,BLVD,Dorchester,MA,02125,13,12 Ericsson Street,,Dorchester,MA,02122,149918.0,42.3090595074636,-71.0459405289347
3907,V498515,2020-08-31 14:07:52,Closed,116.1,Unsafe and Dangerous,6,6A,Creston,PK,Dorchester,MA,02121,14,6 CRESTON PARK,,DORCHESTER,MA,02121,44354.0,42.31246955188004,-71.07907059650445
3908,V510723,2020-08-31 09:28:33,Closed,105.1,Failure to Obtain Permit,16,,Corona,ST,Dorchester,MA,02124,15,16 CORONA ST,Unit 1,DORCHESTER,MA,02124,43152.0,42.30103954250366,-71.07115060371812
3909,V509476,2020-08-25 11:57:13,Closed,104.6,Right of Entry,58,,Lubec,ST,East Boston,MA,02128,01,C/O NEPTUNE LAUNDRY,489 SARATOGA STREET,EAST BOSTON,MA,02128,87710.0,42.370269487673625,-71.03394036501388
3910,V509473,2020-08-25 11:19:49,Closed,110.7,Periodic Inspections,258,262,Washington,ST,Dorchester,MA,02121,14,260 WASHINGTON STREET,,DORCHESTER,MA,02121,146005.0,42.30161800265064,-71.0766420404839
3911,V509297,2020-08-25 10:12:56,Closed,105.1,Failure to Obtain Permit,258,262,Washington,ST,Dorchester,MA,02121,14,260 Washington St,,Dorchester,MA,02121,146005.0,42.30161800265064,-71.0766420404839
3912,V509446,2020-08-25 09:20:09,Closed,105.1,Failure to Obtain Permit,28,,Clare,AV,Roslindale,MA,02131,18,28 CLARE AVE,,ROSLINDALE,MA,02131,32980.0,42.27716961038623,-71.11809076330607
3913,V509438,2020-08-25 08:55:39,Closed,102.8,Maintenance,55,,Wilcock,ST,Dorchester,MA,02124,14,28 TENNIS ROAD,,MATTAPAN,MA,02126,149681.0,42.28723957433806,-71.0933806838716
3914,V509436,2020-08-25 08:53:07,Closed,105.1,Failure to Obtain Permit,1315,,Commonwealth,AV,Allston,MA,02134,21,"2 PARK SQ, Suite 407",,BOSTON,MA,02116,37311.0,42.348735621857735,-71.13517964140408
3915,V509284,2020-08-24 09:43:55,Closed,105.1,Failure to Obtain Permit,8,,Mitchell,ST,South Boston,MA,02127,07,8 MITCHELL ST,,SOUTH BOSTON,MA,02127,96248.0,42.33260951481121,-71.05220049085439
3916,V509133,2020-08-21 13:35:50,Closed,116.1,Unsafe and Dangerous,77,,Dale,ST,Roxbury,MA,02119,12,1345 AVENUE OF THE AMERICAS,45TH FLOOR,NEW YORK,NY,10105,45760.0,42.32176956057665,-71.08639059230637
3917,V508974,2020-08-20 09:36:33,Open,105.1,Failure to Obtain Permit,12,,Winter,ST,Hyde Park,MA,02136,18,12 WINTER ST,,HYDE PARK,MA,02136,150894.0,42.248319637588224,-71.12803084704393
3918,V508957,2020-08-20 08:50:04,Closed,105.1,Failure to Obtain Permit,18,,Prescott,ST,Hyde Park,MA,02136,18,18 PRESCOTT STREET,,HYDE PARK,MA,02136,112643.0,42.23653070275359,-71.1329138682365
3919,V508699,2020-08-18 14:25:31,Closed,105.1,Failure to Obtain Permit,30,,Bailey,ST,Dorchester,MA,02124,17,108 PIERCE AVE,,DORCHESTER,MA,02122,7518.0,42.28385954068475,-71.0691106369822
3920,V508675,2020-08-18 11:42:14,Closed,105.1,Failure to Obtain Permit,23,,Mather,ST,Dorchester,MA,02124,17,23 MATHER STREET,C/O KRISHNA BALRAM,DORCHESTER,MA,02124,92746.0,42.29473953313644,-71.06394060108667
3921,V508674,2020-08-18 11:23:19,Closed,4-3,Building or Use of Premise req,14,,Marcella,ST,Roxbury,MA,02119,11,14 MARCELLA STREET,,ROXBURY,MA,02119,89543.0,42.32110957114445,-71.09401061018103
3922,V507139,2020-08-18 10:30:53,Closed,Art. 15 Adopts Chp. 110.1 2[c],Work without permit,25,,Gladstone,ST,East Boston,MA,02128,01,10 Twin Pines Ave,,North Billerica,MA,01862-1000,63856.0,42.3892994451111,-71.00065024932897
3923,V508477,2020-08-17 12:38:07,Closed,111.1,Certificate of Occupancy,7,,Saint James,ST,Roxbury,MA,02119,12,7 ST JAMES ST,,ROXBURY,MA,02119,121207.0,42.32618955728754,-71.08397057671586
3924,V508474,2020-08-17 12:28:20,Closed,105.1,Failure to Obtain Permit,1735,1741,Dorchester,AVE,Dorchester,MA,02124,16,1735 DORCHESTER AVE,,DORCHESTER,MA,02124,48397.0,42.2910495320724,-71.0630206080134
3925,V508468,2020-08-17 11:57:17,Closed,105.1,Failure to Obtain Permit,15,,Michigan,AV,Dorchester,MA,02121,14,15 MICHIGAN AV #2,,DORCHESTER,MA,02121,95156.0,42.30267955930709,-71.08384062867871
3926,V508464,2020-08-17 11:40:39,Closed,105.1,Failure to Obtain Permit,104,,Lucerne,ST,Dorchester,MA,02124,14,119 LUCERNE ST,,DORCHESTER,MA,02124,87773.0,42.28585956787224,-71.08864067708693
3927,V508424,2020-08-17 09:16:24,Closed,4-3,Building or Use of Premise req,1744,1750,Centre,ST,West Roxbury,MA,02132,20,JERICHO PZ WING C,STE 110,JERICHO,NY,11753,27712.0,42.28711919335548,-71.1506112330005
3928,V507126,2020-08-13 14:28:06,Closed,116.1,Unsafe and Dangerous,77,,Dale,ST,Roxbury,MA,02119,12,1345 Avenue of the Americas,45th Floor,New York,NY,10105,45760.0,42.32176956057665,-71.08639059230637
3929,V498492,2020-08-12 09:35:58,Closed,105.1,Failure to Obtain Permit,201, ,HARVARD,AV,Allston,MA,02134,21,1249 Beacon St,,Brookline,MA,02446,0.0,42.34989474944399,-71.1308676742585
3930,V505702,2020-08-11 13:59:58,Closed,116.1,Unsafe and Dangerous,54,,Seminole,ST,Mattapan,MA,02136,18,54 SEMINOLE ST,,HYDE PARK,MA,02136,125166.0,42.271619599186,-71.10928075469728
3931,V505689,2020-08-11 12:43:17,Closed,4-3,Building or Use of Premise req,6,,Belnel,RD,Mattapan,MA,02136,18,6 BELNEL ROAD,,HYDE PARK,MA,02136,14235.0,42.26309959239971,-71.1042407639536
3932,V505686,2020-08-11 12:27:28,Closed,104.6,Right of Entry,15,,Michigan,AV,Dorchester,MA,02121,14,15 MICHIGAN AV #2,,DORCHESTER,MA,02121,95156.0,42.30267955930709,-71.08384062867871
3933,V505684,2020-08-11 11:36:07,Closed,105.1,Failure to Obtain Permit,15,,Michigan,AV,Dorchester,MA,02121,14,15 MICHIGAN AV #2,,DORCHESTER,MA,02121,95156.0,42.30267955930709,-71.08384062867871
3934,V505625,2020-08-11 08:24:37,Closed,105.1,Failure to Obtain Permit,223,227A,Bowdoin,ST,Dorchester,MA,02122,15,42 N MAIN STREET,,RANDOLPH,MA,02368,17683.0,42.30568953623376,-71.06733058493178
3935,V504378,2020-08-10 12:17:39,Closed,901.2,Fire Protection Systems,35,,Westland,AV,Boston,MA,02115,04,221 MASSACHUSETTS AV,,BOSTON,MA,02115,171752.0,42.34392085413909,-71.08730883314516
3936,V505490,2020-08-10 10:54:03,Closed,102.8,Maintenance,69,,Harvard,ST,Dorchester,MA,02121,14,69 HARVARD ST,,DORCHESTER,MA,02124,70932.0,42.29757954932321,-71.07636062372946
3937,V505481,2020-08-10 10:40:06,Closed,105.1,Failure to Obtain Permit,18,,Isabella,ST,Boston,MA,02116,05,597A TREMONT ST,,BOSTON,MA,02118,79006.0,42.348619536297136,-71.07018049538019
3938,V505474,2020-08-10 10:21:18,Closed,102.8,Maintenance,29,,Round Hill,ST,Jamaica Plain,MA,02130,10,29 ROUND HILL,,JAMAICA PLAIN,MA,02130,118892.0,42.32459958569496,-71.10526062822225
3939,V505461,2020-08-10 10:00:48,Closed,107.4,Failed to comply w permit term,227,,Havre,ST,East Boston,MA,02128,01,23 Sagamore Lane,,Boxford,MA,01921,422245.0,42.37497189102351,-71.03559290140291
3940,V505446,2020-08-10 09:40:29,Closed,4-3,Building or Use of Premise req,7,,Grove,ST,Boston,MA,02114,05,85 CHARLES ST,,BOSTON,MA,02114,67593.0,42.360759534269405,-71.06893046602129
3941,V505426,2020-08-10 09:04:59,Closed,107.4,Failed to comply w permit term,4,,Pinckney,ST,Boston,MA,02108,05,800 SOUTH ST,SUITE 255,WALTHAM,MA,02453,110676.0,42.35874352972924,-71.0654294622604
3942,V504781,2020-08-05 14:51:38,Closed,102.8,Maintenance,15,,Rusfield,ST,Roxbury,MA,02119,08,207 E CLARENDON,,PHOENIX,AZ,85012,119515.0,42.328989537128784,-71.06950053766255
3943,V504769,2020-08-05 12:54:18,Open,105.1,Failure to Obtain Permit,12,,Marcella,ST,Roxbury,MA,02119,11,12 MARCELLA ST,,ROXBURY,MA,02119,89525.0,42.32104957093592,-71.0939306099561
3944,V504760,2020-08-05 12:28:09,Closed,116.1,Unsafe and Dangerous,50,,Seminole,ST,Mattapan,MA,02136,18,50 SEMINOLE ST,,HYDE PARK,MA,02136,125165.0,42.2717495983742,-71.10919075516229
3945,V504542,2020-08-04 11:40:10,Closed,105.1,Failure to Obtain Permit,31,,Nazing,ST,Dorchester,MA,02121,12,31 NAZING STREET,,DORCHESTER,MA,02121,100464.0,42.30686956195056,-71.08591062356817
3946,V504537,2020-08-04 11:23:07,Closed,105.1,Failure to Obtain Permit,49,51,Woodbine,ST,Roxbury,MA,02119,12,6 HUTCHINSON WAY,,ACTON,MA,01720,151414.0,42.31848955099419,-71.07882058238565
3947,V504536,2020-08-04 11:13:19,Closed,105.1,Failure to Obtain Permit,49,51,Woodbine,ST,Roxbury,MA,02119,12,6 HUTCHINSON WAY,,ACTON,MA,01720,151414.0,42.31848955099419,-71.07882058238565
3948,V504532,2020-08-04 10:54:25,Closed,116.1,Unsafe and Dangerous,7,,Wales,ST,Dorchester,MA,02124,14,780 BLUE HILL AVE,,DORCHESTER,MA,02124,141586.0,42.29816728032703,-71.08616622127481
3949,V504529,2020-08-04 10:40:19,Closed,105.1,Failure to Obtain Permit,154,,Bremen,ST,East Boston,MA,02128,01,154 BREMEN STREET,,EAST BOSTON,MA,02128,19790.0,42.37228948966991,-71.03513036400794
